"city","squareMeters","rooms","floor","buildYear","centreDistance","schoolDistance","hasParkingSpace","hasBalcony","hasElevator","priceInZloty","priceInEuro"
"krakow",44,2,10,2022,5.58,0.322,"yes","no","yes",2499,574.77
"krakow",32,1,4,2000,1.72,0.13,"no","no","yes",2400,552
"krakow",39,2,4,1956,1.34,0.051,"no","no","no",3200,736
"krakow",33,1,2,1970,1.45,0.114,"no","yes","no",2700,621
"krakow",35,1,1,2010,2.95,0.514,"no","yes","no",1900,437
"krakow",45,2,6,1980,1.94,0.095,"yes","no","yes",2750,632.5
"krakow",55,3,2,2017,2.69,0.157,"no","yes","yes",3900,897
"krakow",40,2,1,2022,4.48,0.225,"yes","yes","yes",2800,644
"krakow",32,1,1,2023,3.76,0.607,"no","yes","yes",2600,598
"krakow",33,1,2,2023,1.61,0.225,"no","no","yes",3000,690
"krakow",25,1,2,2023,1.61,0.225,"no","no","yes",2600,598
"krakow",48,2,1,1932,1.25,0.284,"yes","yes","no",2900,667
"krakow",56,2,1,2017,5.01,0.663,"no","yes","no",2600,598
"krakow",35.1,2,8,2023,5.89,1.283,"yes","yes","yes",2200,506
"krakow",32,2,2,2023,2.56,0.361,"yes","no","yes",3000,690
"krakow",42,2,1,2023,3.32,0.222,"yes","yes","yes",3500,805
"krakow",49,2,2,2004,7.41,0.108,"yes","yes","no",2450,563.5
"krakow",62,3,3,2019,1.88,0.28,"yes","yes","yes",3900,897
"krakow",35.1,2,7,2023,5.89,1.283,"yes","yes","yes",2200,506
"krakow",44.6,2,1,2008,1.9,0.417,"yes","no","no",2500,575
"krakow",67,3,2,2015,1.46,0.286,"yes","yes","yes",5500,1265
"krakow",69,2,4,2007,3.31,0.054,"yes","yes","yes",3370,775.1
"krakow",45,2,7,1985,3.68,0.272,"no","yes","yes",2200,506
"krakow",65,3,1,2023,5.79,1.121,"yes","yes","yes",4000,920
"krakow",30,1,5,2023,1.59,0.111,"yes","yes","yes",3300,759
"krakow",55,3,1,2016,5.34,0.437,"no","no","yes",2950,678.5
"krakow",58,3,2,2009,3.19,0.66,"yes","no","no",2950,678.5
"krakow",32,1,5,2023,1.42,0.136,"no","yes","yes",3300,759
"krakow",61,2,3,2014,4.94,0.716,"yes","yes","no",2899,666.77
"krakow",34,1,5,2011,4.41,0.391,"no","no","yes",2150,494.5
"krakow",40,2,5,2020,2.15,0.19,"no","yes","yes",2999,689.77
"krakow",98,3,3,2001,1,0.122,"yes","no","no",5500,1265
"krakow",40,2,2,1997,4.24,0.908,"no","yes","no",1900,437
"krakow",36,2,3,2021,3.99,0.384,"yes","yes","yes",2800,644
"krakow",48,2,1,2014,4.35,0.177,"no","yes","no",2300,529
"krakow",57,3,1,2021,5.7,0.883,"no","no","no",2450,563.5
"krakow",27,1,1,2018,2.14,0.444,"yes","yes","yes",2500,575
"krakow",29.7,1,3,2021,1.81,0.426,"no","yes","yes",2500,575
"krakow",62,3,4,2019,2.14,0.444,"yes","yes","yes",4200,966
"krakow",32,2,2,2023,2.99,0.414,"yes","yes","no",3000,690
"krakow",70,3,5,2012,1.54,0.162,"yes","yes","yes",5000,1150
"krakow",61,2,2,1900,0.77,0.046,"no","yes","no",5000,1150
"krakow",43,2,3,2018,1.23,0.03,"no","no","yes",2499,574.77
"krakow",45.42,2,5,2009,1.79,0.168,"yes","yes","yes",3100,713
"krakow",77.11,3,4,2020,2.15,0.191,"yes","yes","yes",5000,1150
"krakow",35,2,1,2007,3.91,0.489,"no","yes","no",2100,483
"krakow",60,3,1,2020,4.15,0.545,"no","yes","no",3850,885.5
"krakow",52,2,2,2010,3.8,0.203,"yes","yes","no",3000,690
"krakow",60,3,1,1972,1.19,0.374,"no","no","no",3700,851
"krakow",60,3,1,2020,5.23,0.417,"yes","yes","no",4000,920
"krakow",41,2,1,2023,2.43,0.341,"yes","yes","yes",2900,667
"krakow",54,2,1,1962,1.45,0.115,"no","yes","no",2950,678.5
"krakow",52,2,1,2010,2.46,0.363,"no","yes","yes",2900,667
"krakow",38.1,2,1,2003,4.9,0.646,"yes","yes","no",2250,517.5
"krakow",32,1,1,2022,6.85,0.964,"yes","yes","no",2800,644
"krakow",40,2,4,2023,4.24,0.737,"yes","yes","yes",3200,736
"krakow",25,1,1,2022,6.85,0.964,"yes","yes","no",2300,529
"krakow",125,6,1,2016,6.53,0.576,"yes","yes","no",5700,1311
"krakow",49,2,14,2001,3.83,0.218,"yes","yes","yes",2600,598
"krakow",50,2,2,2001,2.71,0.171,"yes","yes","no",2400,552
"krakow",51,2,1,2000,3.58,0.175,"no","no","yes",2200,506
"krakow",50,2,1,2023,5.57,0.772,"no","yes","yes",3300,759
"krakow",45,2,1,1898,0.21,0.253,"no","yes","no",2450,563.5
"krakow",29.75,1,1,1950,4.81,0.675,"no","yes","no",2000,460
"krakow",55,2,3,2010,0.85,0.124,"yes","no","yes",3700,851
"krakow",61.58,3,2,1920,1.37,0.144,"yes","yes","yes",3300,759
"krakow",42.39,2,1,1998,4.38,0.124,"yes","yes","no",2500,575
"krakow",67,3,3,2014,1.4,0.32,"no","no","yes",5499,1264.77
"krakow",48,3,1,2008,6.97,1.023,"yes","yes","no",2200,506
"krakow",33,2,1,1950,3.38,0.658,"no","no","no",2000,460
"krakow",33.71,2,4,2023,4.94,0.222,"no","yes","no",2450,563.5
"krakow",26,1,3,1980,2.8,0.153,"no","no","no",1990,457.7
"krakow",90,3,3,2007,2.25,0.222,"no","yes","yes",7900,1817
"krakow",48.81,2,2,2008,5.63,0.799,"no","yes","yes",2600,598
"krakow",29,1,2,2022,2.6,0.816,"no","yes","yes",2500,575
"krakow",47,2,2,2015,3.58,0.144,"yes","yes","yes",3100,713
"krakow",52,2,2,2009,1.74,0.333,"yes","yes","yes",4000,920
"krakow",50,2,1,2000,4.72,0.536,"yes","yes","yes",2700,621
"krakow",65,3,1,1995,3.37,0.324,"yes","yes","no",3000,690
"krakow",27.5,1,4,2015,1.36,0.2,"yes","yes","yes",2100,483
"krakow",45,2,7,1985,3.7,0.362,"no","yes","yes",2100,483
"krakow",85,3,1,1900,0.55,0.316,"no","yes","no",4900,1127
"krakow",45,2,1,2009,2.58,1.101,"no","yes","no",3100,713
"krakow",50,2,3,2005,4.83,0.431,"no","no","no",2800,644
"krakow",40.5,2,2,1970,6.56,0.219,"no","yes","no",2000,460
"krakow",37,2,2,2023,4.14,0.294,"yes","yes","yes",3000,690
"krakow",40,2,1,2023,3.51,0.611,"no","yes","yes",2800,644
"krakow",30,1,4,2005,3.64,0.284,"yes","yes","yes",2300,529
"krakow",33,1,1,1910,0.97,0.12,"no","no","no",2600,598
"krakow",30,1,3,2015,0.46,0.211,"no","yes","yes",2900,667
"krakow",57,2,3,2000,4.94,0.716,"no","yes","no",2600,598
"krakow",38,2,8,1980,1.91,0.376,"no","yes","yes",2500,575
"krakow",50,2,2,2011,3.25,0.129,"no","yes","yes",3200,736
"krakow",56,3,5,2023,4.29,0.336,"no","yes","yes",3500,805
"krakow",33,1,1,1875,0.23,0.173,"no","no","no",2300,529
"krakow",57,2,1,2006,4.43,0.436,"no","yes","no",2600,598
"krakow",25,1,1,2022,1.92,0.146,"yes","yes","no",2100,483
"krakow",26.7,1,1,1985,0.53,0.217,"no","yes","no",1850,425.5
"krakow",35,2,1,2020,3.48,0.667,"yes","yes","yes",3200,736
"krakow",30,2,5,2023,1.42,0.136,"no","no","yes",3200,736
"krakow",59,2,5,2015,1.61,0.225,"yes","yes","yes",4000,920
"krakow",63,3,3,1970,5.15,0.683,"yes","yes","yes",3500,805
"krakow",47,2,2,1979,4.41,0.25,"no","no","no",2500,575
"krakow",35,1,2,1960,0.65,0.148,"no","yes","yes",2500,575
"krakow",65,3,2,2003,5.98,0.252,"yes","yes","no",3000,690
"krakow",30,2,5,2023,1.62,0.073,"no","yes","yes",3200,736
"krakow",46,2,1,2009,4.72,0.091,"yes","yes","yes",2550,586.5
"krakow",46.6,2,6,2010,3.52,0.234,"no","yes","yes",2700,621
"krakow",67,3,2,2014,1.28,0.434,"yes","yes","yes",5500,1265
"krakow",50,2,3,2010,1.11,0.13,"no","no","yes",3200,736
"krakow",40,2,7,1980,5.39,0.064,"yes","yes","yes",1900,437
"krakow",65,3,2,2022,3.4,0.446,"yes","yes","yes",5300,1219
"krakow",40,2,1,1910,0.92,0.058,"yes","yes","no",2500,575
"krakow",54,3,5,2020,2.23,0.451,"yes","yes","yes",4500,1035
"krakow",45,2,2,2013,1.64,0.258,"yes","yes","yes",2600,598
"krakow",86,4,4,2000,4.29,0.911,"yes","yes","no",4950,1138.5
"krakow",63,3,8,2004,5.15,0.683,"no","yes","yes",3500,805
"krakow",45,2,3,2017,3.52,0.252,"yes","no","yes",2650,609.5
"krakow",33,2,1,2015,5.95,0.189,"yes","yes","yes",2750,632.5
"krakow",43,2,3,1972,2.32,0.233,"no","yes","no",2200,506
"krakow",45,2,2,2016,7.86,0.527,"no","no","no",2100,483
"krakow",89.12,4,1,1930,0.71,0.218,"no","no","yes",5500,1265
"krakow",47.9,3,3,1998,5.2,0.143,"yes","no","no",2600,598
"krakow",38,2,2,1905,0.55,0.316,"yes","no","yes",2700,621
"krakow",45,2,2,2022,2.42,0.415,"no","yes","yes",3700,851
"krakow",36,2,2,2021,8.45,1.491,"yes","yes","yes",2500,575
"krakow",66,3,4,2023,0.76,0.023,"yes","yes","yes",6200,1426
"krakow",49,2,1,2016,2.71,0.522,"yes","yes","yes",3500,805
"krakow",45,2,3,2017,6.01,0.369,"yes","yes","yes",2650,609.5
"krakow",57.58,3,4,2016,2.09,0.371,"no","yes","yes",4000,920
"krakow",60,3,5,2013,1.37,0.144,"no","no","yes",4800,1104
"krakow",93,3,4,2009,0.61,0.184,"yes","yes","yes",6800,1564
"krakow",106,5,2,2013,0.35,0.15,"no","yes","yes",6500,1495
"krakow",114,5,4,2013,0.35,0.15,"no","yes","yes",6500,1495
"krakow",32,2,1,1960,1.52,0.144,"no","no","no",2500,575
"krakow",50,3,2,1998,5.33,0.507,"yes","yes","no",3000,690
"krakow",114,5,2,1890,0.46,0.059,"no","yes","yes",6500,1495
"krakow",27,1,2,2023,1.64,0.258,"no","no","yes",3000,690
"krakow",65.2,3,10,1978,3.61,0.193,"yes","yes","no",2800,644
"krakow",38,2,5,2019,7.34,0.373,"yes","yes","yes",2500,575
"krakow",38,2,5,2016,4.9,0.581,"no","yes","yes",2500,575
"krakow",42,2,4,2023,4.62,0.42,"no","yes","yes",2599,597.77
"krakow",42,2,5,2005,7.46,0.27,"yes","yes","yes",2100,483
"krakow",45.2,2,1,2008,4.76,0.198,"yes","yes","yes",2200,506
"krakow",62,3,2,1960,1.34,0.203,"no","no","no",4000,920
"krakow",55.58,3,2,2015,0.49,0.24,"no","no","yes",5000,1150
"krakow",78,3,1,2010,1.58,0.242,"yes","yes","yes",5600,1288
"krakow",32,1,4,2022,7.26,0.014,"no","no","yes",2099,482.77
"krakow",93,3,4,2009,0.61,0.192,"yes","yes","yes",6800,1564
"krakow",55,2,1,2001,7.36,0.185,"no","yes","no",2990,687.7
"krakow",35,2,2,2023,4.21,0.356,"no","no","yes",2800,644
"krakow",64,2,2,2010,1.74,0.151,"no","no","yes",3500,805
"krakow",51,2,2,2021,1.34,0.286,"no","no","yes",3400,782
"krakow",57,3,3,2015,2.14,0.444,"yes","yes","yes",4800,1104
"krakow",79.4,3,4,2008,2.09,0.371,"yes","yes","yes",5000,1150
"krakow",81.23,3,2,2022,1.5,0.15,"yes","no","yes",9000,2070
"krakow",27,1,1,2015,1.14,0.217,"no","no","yes",3000,690
"krakow",55,3,4,2019,1.39,0.242,"yes","yes","yes",3600,828
"krakow",34.63,1,5,2010,2.63,0.216,"no","no","yes",2150,494.5
"krakow",117,6,1,1920,1.53,0.055,"yes","no","no",5900,1357
"krakow",75,3,4,2015,0.49,0.24,"no","no","yes",8300,1909
"krakow",59.1,2,1,1956,1.44,0.062,"no","yes","no",3450,793.5
"krakow",36,2,3,2023,2.5,0.7,"no","yes","yes",3450,793.5
"krakow",45,2,7,2015,5.04,0.96,"no","yes","yes",2800,644
"krakow",51,2,7,2020,1.76,0.41,"yes","yes","yes",5500,1265
"krakow",54,2,2,1900,0.84,0.105,"no","yes","no",3000,690
"krakow",32,2,1,2022,6.75,1.009,"yes","no","no",3000,690
"krakow",31,1,2,2018,2.48,0.438,"no","yes","yes",2450,563.5
"krakow",120,4,2,1900,1.09,0.101,"yes","no","no",8580,1973.4
"krakow",40,2,3,2022,0.3,0.055,"yes","yes","yes",4000,920
"krakow",48,3,1,1970,3.8,0.255,"yes","no","yes",2600,598
"krakow",31.5,1,2,1998,3.33,0.108,"yes","yes","no",2000,460
"krakow",90.13,3,3,2007,2.24,0.211,"no","yes","yes",7900,1817
"krakow",26,1,4,1900,2,0.273,"no","no","no",2800,644
"krakow",69.79,3,4,2017,4.3,0.317,"no","yes","yes",5200,1196
"krakow",43,2,5,2015,7.34,0.373,"no","yes","yes",2400,552
"krakow",56,3,2,1970,4.82,0.206,"yes","yes","yes",2500,575
"krakow",90,3,3,2008,2.95,0.256,"yes","yes","yes",7900,1817
"krakow",106,5,2,2015,0.4,0.103,"no","yes","yes",6500,1495
"krakow",56,2,1,2003,2.53,0.051,"yes","yes","yes",3500,805
"krakow",54,2,5,2013,1.68,0.32,"yes","yes","yes",3500,805
"krakow",41.5,2,2,1900,0.65,0.215,"yes","yes","no",2600,598
"krakow",40,2,4,2022,2.14,0.444,"yes","yes","yes",3000,690
"krakow",62.01,3,2,2022,9.3,1.106,"yes","yes","no",3200,736
"krakow",50,3,3,2023,2.95,0.281,"yes","no","no",4400,1012
"krakow",57,4,1,2023,2.95,0.281,"yes","yes","no",4500,1035
"krakow",33,1,3,2023,2.86,0.425,"yes","no","no",2849,655.27
"krakow",36.6,2,3,2021,3.06,0.35,"yes","yes","yes",2850,655.5
"krakow",87,4,2,2021,1.04,0.117,"yes","yes","yes",6500,1495
"krakow",26.54,1,3,1938,0.88,0.3,"no","no","yes",2190,503.7
"krakow",72,3,1,2010,5.15,0.683,"no","yes","yes",4200,966
"krakow",43,2,1,2020,3.86,0.39,"no","no","yes",2800,644
"krakow",46,2,3,1970,9.85,0.424,"no","yes","no",2400,552
"krakow",87,4,2,2022,7.21,0.233,"yes","yes","yes",7000,1610
"krakow",33,2,1,2009,5.72,0.48,"no","yes","no",1900,437
"krakow",50,2,3,1965,9.86,0.227,"no","yes","no",2300,529
"krakow",35,2,1,2016,0.47,0.127,"no","no","yes",3000,690
"krakow",46,2,3,1960,2.42,0.266,"no","yes","no",2800,644
"krakow",67,3,5,2008,5.59,1.135,"yes","yes","yes",5000,1150
"krakow",47,2,2,2007,3.52,0.234,"yes","yes","no",2200,506
"krakow",35,2,4,2011,2.81,0.852,"yes","yes","yes",2900,667
"krakow",33,2,2,2021,3.58,0.548,"yes","yes","yes",3000,690
"krakow",107.74,5,1,2010,1.24,0.343,"yes","no","yes",9200,2116
"krakow",38,2,6,2022,4.96,0.203,"yes","yes","yes",3000,690
"krakow",56,2,3,2001,5.45,0.372,"yes","no","no",2500,575
"krakow",50,2,2,2000,3.18,0.733,"yes","yes","no",2500,575
"krakow",33,2,2,2021,3.58,0.548,"yes","yes","yes",3000,690
"krakow",57,2,2,1900,0.66,0.229,"no","no","no",2900,667
"krakow",56,4,2,1960,4.47,0.309,"no","yes","yes",4000,920
"krakow",56.9,2,2,2022,0.89,0.164,"yes","no","yes",5460,1255.8
"krakow",33,2,3,2023,3.65,0.492,"yes","yes","no",3300,759
"krakow",43,2,1,2023,3.65,0.492,"yes","yes","no",3650,839.5
"krakow",64.17,3,1,1997,3.56,0.412,"no","yes","no",3000,690
"krakow",50,2,3,2019,4.83,0.631,"yes","yes","yes",2500,575
"krakow",93,3,1,1930,1.66,0.08,"no","no","no",5500,1265
"krakow",40,2,1,1930,0.59,0.095,"no","no","no",2900,667
"krakow",30,2,4,2019,1.62,0.094,"no","no","yes",3000,690
"krakow",39,2,5,2014,2.95,0.266,"no","yes","yes",2800,644
"krakow",62,3,2,1960,2.09,0.371,"no","no","no",4000,920
"krakow",107.04,5,1,1939,1.77,0.22,"no","yes","no",5000,1150
"krakow",69.5,3,3,1970,2.31,0.06,"yes","yes","no",3550,816.5
"krakow",54,3,3,2002,1.18,0.172,"no","no","no",3500,805
"krakow",59,2,3,1950,8.17,0.022,"no","no","no",2500,575
"krakow",94,4,3,1999,0.94,0.308,"yes","yes","yes",4500,1035
"krakow",45,2,2,2018,1.82,0.295,"no","no","no",3300,759
"krakow",56,2,1,1905,0.86,0.013,"no","no","yes",5500,1265
"krakow",30,2,3,2018,2.14,0.444,"yes","yes","yes",3300,759
"krakow",46,2,2,2021,2.06,0.416,"no","yes","yes",3499,804.77
"krakow",50,2,12,2001,3.23,0.557,"no","yes","yes",3000,690
"krakow",49.9,2,2,1920,1.7,0.067,"no","no","yes",3200,736
"krakow",26,1,5,2022,4.96,0.203,"yes","yes","yes",2000,460
"krakow",38.5,2,4,2005,3.18,0.158,"no","yes","yes",2000,460
"krakow",78,3,1,1990,4.2,0.095,"yes","yes","no",4900,1127
"krakow",26,1,2,2022,1.03,0.055,"no","no","yes",2800,644
"krakow",32,2,1,2021,2.66,0.425,"no","yes","yes",2750,632.5
"krakow",57,2,3,2022,0.9,0.205,"yes","no","yes",5470,1258.1
"krakow",28,1,3,1936,2.32,0.516,"yes","no","no",2100,483
"krakow",41.62,2,1,2020,3.32,0.473,"no","no","yes",3538,813.74
"krakow",30,1,2,1936,2.5,0.351,"no","yes","no",2200,506
"krakow",39,2,2,2016,1.95,0.195,"yes","no","yes",3000,690
"krakow",51,2,7,2020,2.43,0.341,"no","no","yes",5500,1265
"krakow",92,3,3,1935,1.85,0.182,"yes","yes","yes",5900,1357
"krakow",49,3,2,1940,1.52,0.055,"no","no","no",3500,805
"krakow",117,4,2,1938,1.08,0.072,"yes","yes","no",9000,2070
"krakow",38,2,3,1970,5.79,1.121,"yes","yes","yes",3100,713
"krakow",50,2,4,2020,2.31,0.526,"yes","yes","yes",3700,851
"krakow",50,2,2,2000,3.23,0.678,"no","yes","no",2800,644
"krakow",80,4,3,2004,4.31,0.385,"yes","yes","no",4000,920
"krakow",85,4,1,2010,5.01,0.663,"no","yes","no",4890,1124.7
"krakow",49,2,4,1958,3.93,0.419,"yes","yes","no",2700,621
"krakow",32,1,1,1900,1.6,0.238,"no","no","no",2800,644
"krakow",67,3,2,2016,1.46,0.286,"yes","yes","yes",5500,1265
"krakow",36,2,10,1995,3.24,0.222,"yes","no","yes",2600,598
"krakow",50,2,4,2008,3.45,0.228,"no","yes","yes",3000,690
"krakow",74.27,3,1,2022,0.9,0.205,"yes","no","yes",6920,1591.6
"krakow",55,3,2,2022,2.35,0.581,"yes","yes","no",5000,1150
"krakow",50,2,1,2002,3.18,0.508,"no","yes","no",2800,644
"krakow",37,2,2,2017,5.12,0.268,"no","yes","yes",2300,529
"krakow",117,4,2,1920,1.06,0.153,"yes","yes","no",7500,1725
"krakow",68,3,3,2008,3.46,0.436,"yes","no","yes",3400,782
"krakow",32,2,2,2022,7.88,0.657,"no","yes","yes",2500,575
"krakow",53,2,3,2007,0.63,0.205,"yes","no","yes",3700,851
"krakow",50,2,3,1934,1.89,0.344,"no","no","no",3300,759
"krakow",88,3,4,2015,0.49,0.24,"no","no","yes",8500,1955
"krakow",39,2,1,2021,0.29,0.021,"no","no","yes",3650,839.5
"krakow",82,4,4,1938,2.03,0.24,"yes","yes","yes",4000,920
"krakow",40,2,1,2021,0.29,0.021,"no","no","yes",3650,839.5
"krakow",67,3,2,2015,5.74,0.247,"yes","yes","yes",4400,1012
"krakow",30,2,7,1970,3.62,0.192,"yes","yes","yes",3000,690
"krakow",53,2,3,2000,0.91,0.173,"yes","no","yes",5000,1150
"krakow",106,5,2,2013,0.41,0.109,"yes","yes","yes",5999,1379.77
"krakow",54,2,2,2015,0.35,0.152,"yes","no","yes",3200,736
"krakow",34,1,2,1990,4.63,0.127,"yes","yes","no",1900,437
"poznan",42.2,2,2,1982,4.52,0.088,"no","yes","yes",1900,437
"poznan",41.1,2,1,2023,3.36,0.428,"yes","yes","yes",2750,632.5
"poznan",40,2,4,2001,0.62,0.169,"no","yes","yes",2100,483
"poznan",58,2,1,2004,1.9,0.559,"yes","yes","no",2800,644
"poznan",27,1,5,2015,5.16,0.39,"yes","yes","yes",2300,529
"poznan",30,1,4,2023,4.73,0.209,"yes","yes","yes",1900,437
"poznan",43,2,1,2021,2.85,0.059,"yes","yes","yes",2299,528.77
"poznan",37,2,2,2005,4.22,0.549,"no","yes","yes",1950,448.5
"poznan",50.27,2,4,2021,2.99,0.618,"yes","yes","yes",3200,736
"poznan",47,3,3,1976,3.58,0.075,"no","yes","no",2000,460
"poznan",53,3,4,2020,4.87,0.539,"no","yes","yes",2850,655.5
"poznan",33,1,2,2021,0.67,0.342,"yes","yes","yes",2100,483
"poznan",40.8,2,3,2004,5.56,0.297,"no","yes","yes",1900,437
"poznan",56,2,3,2018,2.18,0.303,"no","yes","yes",2700,621
"poznan",63.69,3,4,2020,5.05,0.39,"no","yes","yes",4300,989
"poznan",51,2,2,2009,5.1,0.593,"no","yes","no",1800,414
"poznan",88,3,4,1980,3.33,0.567,"no","yes","yes",2990,687.7
"poznan",45,2,1,2015,7.39,0.939,"no","no","no",2300,529
"poznan",55,2,2,1970,1.79,0.363,"yes","no","no",2300,529
"poznan",45.06,2,1,2022,4.4,0.309,"yes","yes","yes",2900,667
"poznan",43.1,2,3,2018,2.17,0.302,"yes","yes","yes",3100,713
"poznan",46,2,4,2023,4.86,0.304,"yes","yes","yes",3000,690
"poznan",54,2,5,2010,3.85,0.095,"no","yes","yes",2300,529
"poznan",37.21,2,8,2018,3.39,0.376,"yes","no","yes",2600,598
"poznan",40.54,2,4,2014,6.28,0.564,"yes","yes","yes",2500,575
"poznan",38,2,7,1974,3.19,0.145,"yes","yes","yes",1850,425.5
"poznan",55,2,1,1965,1.98,0.049,"yes","no","no",2400,552
"poznan",62,2,3,1903,2.93,0.15,"no","no","no",2300,529
"poznan",34.9,1,3,1998,2.5,0.208,"yes","yes","no",1800,414
"poznan",35,2,3,2016,5.02,0.504,"yes","no","yes",1750,402.5
"poznan",48.8,2,3,2005,1.82,0.141,"no","no","yes",2150,494.5
"poznan",46.66,2,1,2023,6.26,1.401,"yes","yes","yes",2700,621
"poznan",36,2,8,2017,3.86,0.204,"no","yes","yes",2000,460
"poznan",36,2,3,2024,5.36,0.329,"yes","yes","yes",2500,575
"poznan",50.01,3,3,2024,5.36,0.329,"yes","yes","yes",3200,736
"poznan",35,1,1,2000,4.84,0.347,"no","no","no",2200,506
"poznan",30,1,2,2024,5.36,0.329,"yes","yes","yes",2100,483
"poznan",44,2,2,2000,2.75,0.154,"yes","no","yes",2500,575
"poznan",48,2,1,2000,6.07,0.419,"no","yes","no",1900,437
"poznan",45.5,2,4,2020,3.86,0.204,"yes","yes","yes",2300,529
"poznan",40,2,5,2023,4.7,0.699,"no","yes","yes",2300,529
"poznan",51,2,1,2020,0.73,0.202,"yes","yes","yes",3000,690
"poznan",38.83,2,8,2020,5.05,0.39,"yes","yes","yes",2800,644
"poznan",33.17,2,1,1910,1.66,0.318,"no","no","no",2500,575
"poznan",35,2,2,2024,5.36,0.329,"yes","yes","yes",2400,552
"poznan",35,2,3,2024,5.36,0.329,"yes","yes","yes",2400,552
"poznan",40.85,2,7,2023,2.91,0.117,"yes","yes","yes",3150,724.5
"poznan",56,3,4,2020,5.14,0.657,"yes","yes","yes",3300,759
"poznan",46.21,2,1,2021,1.87,0.1,"yes","yes","yes",2600,598
"poznan",44,2,5,2020,5.14,0.657,"yes","yes","yes",2400,552
"poznan",53.29,3,3,2014,6.29,0.55,"no","yes","yes",2800,644
"poznan",50.9,2,3,2005,3.19,0.245,"no","no","no",2000,460
"poznan",33.1,1,3,2005,3.15,0.286,"no","no","no",1650,379.5
"poznan",52.15,2,4,2023,5.29,0.154,"yes","yes","yes",3100,713
"poznan",56.48,2,3,2011,2.15,0.271,"no","no","yes",2600,598
"poznan",44.94,2,2,2024,5.05,0.504,"no","yes","yes",2500,575
"poznan",42,2,11,2020,2.86,0.314,"yes","yes","yes",2700,621
"poznan",54,2,1,2012,3.13,0.111,"no","no","no",3400,782
"poznan",26,2,9,2024,5.09,0.37,"no","yes","yes",2100,483
"poznan",32.1,1,3,1999,1.93,0.294,"yes","no","yes",1600,368
"poznan",49,2,1,2019,1.25,0.062,"no","yes","yes",2700,621
"poznan",47,2,8,2021,2.84,0.251,"no","no","yes",3500,805
"poznan",68.9,3,1,1993,5.73,0.212,"yes","yes","no",2600,598
"poznan",33.86,2,4,2005,5.41,0.206,"no","no","yes",2000,460
"poznan",45,2,3,1905,2.7,0.386,"no","no","yes",2000,460
"poznan",58,3,9,1985,2.7,0.133,"yes","no","yes",2500,575
"poznan",60,3,1,2020,2.45,0.205,"yes","yes","yes",3000,690
"poznan",67,4,1,2020,7.52,1.666,"no","no","no",2800,644
"poznan",27,1,5,2022,2.31,0.574,"yes","yes","yes",2100,483
"poznan",51.4,2,1,2008,5.95,0.503,"no","yes","no",1900,437
"poznan",48,2,2,2005,3.75,0.398,"yes","yes","no",1900,437
"poznan",39,2,3,1999,4.43,0.33,"yes","yes","no",1550,356.5
"poznan",55.5,2,2,2009,5.22,0.422,"no","yes","yes",2200,506
"poznan",45.8,2,1,2006,2.29,0.132,"yes","yes","yes",2100,483
"poznan",52,2,4,2015,0.58,0.245,"no","yes","yes",2400,552
"poznan",47.29,2,1,2010,0.73,0.202,"no","yes","yes",3000,690
"poznan",106,5,5,2006,2.08,0.882,"no","no","yes",4900,1127
"poznan",75,3,2,2006,2.08,0.882,"yes","no","yes",3500,805
"poznan",34.5,2,2,2008,6.57,0.945,"yes","no","no",2000,460
"poznan",26,1,4,1900,1.96,0.055,"yes","no","no",1800,414
"poznan",47.73,2,2,2021,4.46,0.46,"no","yes","yes",2600,598
"poznan",50,2,2,2023,3.64,0.332,"yes","yes","yes",3200,736
"poznan",49.5,2,6,1970,2.28,0.181,"yes","yes","yes",2500,575
"poznan",30,1,1,2019,4.87,0.542,"yes","yes","no",1900,437
"poznan",32.5,1,1,2022,4.87,0.542,"yes","yes","no",1900,437
"poznan",55.5,3,1,2020,2.49,0.351,"yes","yes","yes",3400,782
"poznan",53,2,4,2021,2.81,0.234,"yes","yes","yes",2790,641.7
"poznan",36,2,2,2024,5.36,0.329,"yes","yes","yes",2500,575
"poznan",74,3,4,2022,3.7,0.253,"yes","yes","yes",3500,805
"poznan",48.39,2,4,2024,3.03,0.292,"yes","yes","yes",2600,598
"poznan",40,2,10,2024,4.41,0.889,"yes","yes","yes",2600,598
"poznan",45,2,6,2024,4.41,0.889,"yes","yes","yes",2600,598
"poznan",40.1,2,3,2004,3.96,0.167,"yes","yes","yes",2300,529
"poznan",35,2,1,1972,0.73,0.202,"no","no","no",2300,529
"poznan",68,3,5,1970,2.89,0.136,"yes","no","yes",2500,575
"poznan",40.3,2,5,2023,5.1,0.372,"yes","yes","yes",3400,782
"poznan",53,2,2,1992,5.86,0.539,"no","yes","no",2150,494.5
"poznan",74,3,1,2010,3.58,0.798,"yes","no","yes",3300,759
"poznan",33,2,2,2023,4.96,0.672,"yes","yes","yes",2150,494.5
"poznan",42,2,2,1999,1.44,0.281,"yes","yes","no",2300,529
"poznan",45,2,1,2019,6.28,0.569,"yes","yes","yes",2300,529
"poznan",75,3,2,1996,1.79,0.158,"yes","no","no",3000,690
"poznan",52,2,1,2023,5.49,0.402,"yes","yes","yes",2500,575
"poznan",51.2,3,1,1980,2.69,0.309,"no","yes","no",3150,724.5
"poznan",65.5,3,2,2020,6.01,0.714,"yes","no","yes",4300,989
