"city","squareMeters","rooms","floor","buildYear","centreDistance","schoolDistance","hasParkingSpace","hasBalcony","hasElevator","priceInZloty","priceInEuro"
"warszawa",58,3,4,2021,8.68,1.674,"no","yes","no",2850,655.5
"warszawa",48,2,6,2011,7.97,0.455,"yes","no","yes",2300,529
"warszawa",34,1,7,2002,5.72,0.619,"yes","yes","yes",2600,598
"warszawa",60,2,2,2013,1.31,0.232,"no","yes","yes",5900,1357
"warszawa",41.5,2,6,2016,8.01,0.184,"no","no","no",3351,770.73
"warszawa",64,3,3,1999,6.04,0.421,"yes","yes","no",4000,920
"warszawa",53,2,5,2015,6.06,0.339,"yes","yes","yes",3350,770.5
"warszawa",42,2,4,2021,9.94,0.228,"yes","yes","yes",2800,644
"warszawa",52,2,2,1999,8.23,0.359,"yes","yes","no",3500,805
"warszawa",70,3,1,1950,1.58,0.261,"no","no","yes",4800,1104
"warszawa",40.66,2,6,2023,6.48,1.114,"yes","yes","no",3500,805
"warszawa",39.22,2,6,2023,5.26,1.047,"yes","yes","yes",3500,805
"warszawa",42.56,2,6,2023,5.32,1.071,"yes","yes","yes",3600,828
"warszawa",42,2,4,2024,7.32,0.289,"yes","no","yes",3600,828
"warszawa",42,2,5,2024,7.32,0.289,"yes","yes","yes",3600,828
"warszawa",44,2,1,1956,3.95,0.118,"yes","no","no",3000,690
"warszawa",43.5,2,1,2001,12.27,0.791,"yes","yes","yes",3000,690
"warszawa",59.5,3,1,1948,4.11,0.165,"no","no","no",4200,966
"warszawa",105,3,5,2008,1.84,0.249,"yes","yes","yes",14000,3220
"warszawa",87.5,3,12,2008,4.99,0.356,"no","yes","yes",4900,1127
"warszawa",43,2,1,2018,7.53,0.839,"no","no","yes",3300,759
"warszawa",37.56,2,6,2020,7.88,0.389,"yes","yes","yes",3200,736
"warszawa",38,2,5,1960,3.55,0.17,"no","yes","yes",2800,644
"warszawa",38.8,2,1,2022,7.48,0.483,"yes","no","yes",2800,644
"warszawa",47,3,2,1978,3.59,0.22,"no","yes","yes",3100,713
"warszawa",78,4,1,2022,8.02,1.225,"no","yes","yes",6800,1564
"warszawa",51.53,2,3,2021,11.03,1.051,"yes","yes","no",3500,805
"warszawa",34,2,7,2022,12.24,0.31,"no","no","yes",3000,690
"warszawa",35,1,1,2020,7.99,1.158,"yes","no","yes",3700,851
"warszawa",70.6,3,3,2021,8.04,0.675,"yes","no","yes",3500,805
"warszawa",47.5,2,3,2021,8.04,0.675,"yes","no","yes",2800,644
"warszawa",54,2,1,2014,5.09,0.756,"yes","yes","yes",3400,782
"warszawa",140,4,3,2010,4.61,0.23,"yes","no","yes",15000,3450
"warszawa",36,2,5,2010,6.37,0.508,"yes","no","yes",3600,828
"warszawa",38,2,4,2019,1.26,0.126,"no","yes","yes",4000,920
"warszawa",53,2,3,2001,7.36,0.247,"no","no","yes",2500,575
"warszawa",48,2,1,2002,5.89,0.346,"yes","yes","yes",2400,552
"warszawa",32,1,1,2004,10.33,0.452,"no","yes","yes",2300,529
"warszawa",42.4,2,6,2019,5.6,0.31,"yes","yes","yes",3000,690
"warszawa",56,2,9,2012,2.26,0.068,"yes","yes","yes",4100,943
"warszawa",53,2,3,2005,5.55,0.533,"no","yes","yes",3000,690
"warszawa",45.5,2,7,2021,4.72,0.397,"yes","yes","yes",3250,747.5
"warszawa",132.87,4,1,2020,6.39,0.51,"no","yes","yes",12950,2978.5
"warszawa",30,1,4,1985,2.96,0.226,"no","no","yes",2800,644
"warszawa",113.9,4,4,2005,4.66,0.552,"yes","yes","yes",11500,2645
"warszawa",50,2,2,2018,0.62,0.172,"no","yes","yes",4700,1081
"warszawa",42,2,1,2006,7.3,0.594,"no","no","no",2900,667
"warszawa",53,3,1,1970,7.98,0.263,"yes","yes","no",2799,643.77
"warszawa",45,2,5,2000,7.14,0.541,"yes","yes","yes",3090,710.7
"warszawa",30.1,1,3,2002,2.02,0.208,"no","no","yes",2800,644
"warszawa",58,3,8,2006,11.11,0.212,"yes","yes","yes",3800,874
"warszawa",116,4,3,2011,0.73,0.302,"yes","yes","yes",12000,2760
"warszawa",27,1,3,1951,0.49,0.198,"no","no","yes",2800,644
"warszawa",110,4,3,1955,0.55,0.214,"no","yes","yes",9000,2070
"warszawa",54,2,8,2013,4.27,0.098,"yes","yes","yes",3300,759
"warszawa",27,1,4,1965,3.68,0.095,"no","no","no",2200,506
"warszawa",34,2,2,1962,4.33,0.193,"yes","yes","no",2500,575
"warszawa",72,4,5,1992,3.62,0.167,"no","yes","yes",3900,897
"warszawa",38,2,6,1980,0.12,0.27,"no","no","yes",3200,736
"warszawa",56,2,3,2008,4.59,0.493,"no","yes","yes",3200,736
"warszawa",46,2,2,1968,2.23,0.179,"no","yes","no",3750,862.5
"warszawa",36,2,5,2021,3.19,0.462,"no","yes","yes",4000,920
"warszawa",45.8,2,10,1976,2.7,0.19,"no","yes","yes",3325,764.75
"warszawa",67,3,5,2021,2.94,0.169,"yes","yes","yes",5600,1288
"warszawa",32,2,4,2020,5.81,0.402,"no","yes","yes",3200,736
"warszawa",68,3,1,2017,6.14,0.111,"yes","no","yes",3850,885.5
"warszawa",40,2,6,2022,3.75,0.344,"yes","yes","yes",3500,805
"warszawa",73,3,4,2023,11.18,1.358,"yes","no","yes",8000,1840
"warszawa",60,2,1,2000,10.58,0.754,"yes","no","no",3500,805
"warszawa",28.9,2,6,2023,7.55,0.993,"yes","no","yes",4000,920
"warszawa",98.3,4,2,2018,10.27,0.225,"no","yes","no",8800,2024
"warszawa",40,2,1,2020,8.19,0.478,"yes","yes","yes",3950,908.5
"warszawa",52.61,3,5,2022,8.75,0.82,"yes","yes","yes",3000,690
"warszawa",83,3,4,2013,1.29,0.085,"yes","yes","yes",10000,2300
"warszawa",35,2,1,1953,3.44,0.396,"no","yes","yes",2900,667
"warszawa",138,4,7,2012,5.84,0.379,"no","yes","yes",8500,1955
"warszawa",77,3,3,1938,3.91,0.143,"no","yes","no",4800,1104
"warszawa",83,3,3,2005,4.75,0.319,"yes","yes","yes",5000,1150
"warszawa",50,2,3,1928,0.97,0.087,"no","no","yes",4000,920
"warszawa",87.44,3,5,2001,4.6,0.658,"yes","yes","yes",5300,1219
"warszawa",31,1,2,1980,8.87,0.228,"no","no","yes",3000,690
"warszawa",35,2,4,2015,1.75,0.146,"yes","yes","yes",3500,805
"warszawa",37.89,2,4,2023,8.03,0.738,"no","yes","yes",3200,736
"warszawa",77,3,1,2010,1.97,0.157,"no","yes","yes",6000,1380
"warszawa",113,4,6,2001,0.85,0.218,"yes","no","yes",10675,2455.25
"warszawa",39,2,3,1972,4.43,0.296,"no","yes","yes",2600,598
"warszawa",43,2,4,2023,7.19,0.377,"no","yes","yes",3000,690
"warszawa",81.4,3,3,2019,5.03,0.47,"yes","yes","yes",9000,2070
"warszawa",56,2,3,2007,5.67,0.272,"yes","yes","yes",4000,920
"warszawa",77.5,3,4,2006,4.2,0.51,"no","yes","no",9000,2070
"warszawa",56,4,1,1950,4.56,0.271,"yes","yes","no",3950,908.5
"warszawa",70,3,6,2007,3.34,0.59,"yes","yes","yes",6000,1380
"warszawa",28,2,3,1960,0.82,0.096,"no","no","yes",2800,644
"warszawa",33.5,1,6,2008,2.57,0.17,"no","yes","yes",3800,874
"warszawa",43,2,6,2020,8.66,0.858,"yes","yes","yes",3000,690
"warszawa",33.2,2,4,1949,1.18,0.11,"no","no","no",3900,897
"warszawa",39,2,1,1930,4.52,0.162,"no","yes","no",3200,736
"warszawa",46,3,8,1960,1.58,0.312,"yes","yes","yes",3200,736
"warszawa",50,2,5,1983,4.68,0.392,"no","yes","yes",4200,966
"warszawa",70,3,1,1930,0.98,0.087,"no","no","yes",6500,1495
"warszawa",28,1,2,1935,4.42,0.23,"no","no","no",2900,667
"warszawa",37,2,9,1965,3.84,0.1,"no","no","yes",2500,575
"warszawa",64,2,3,1927,1.95,0.206,"no","yes","no",4500,1035
"warszawa",45.7,2,4,2024,5.45,0.603,"yes","yes","yes",4000,920
"warszawa",37.5,2,3,2024,5.45,0.603,"yes","yes","yes",3500,805
"warszawa",28,1,4,2017,1.69,0.178,"yes","no","yes",2800,644
"warszawa",48.39,2,7,2015,4.82,0.635,"yes","no","yes",3200,736
"warszawa",38,2,1,2020,6.23,0.264,"yes","no","yes",3050,701.5
"warszawa",64.37,2,3,2010,3.16,0.405,"yes","yes","yes",4000,920
"warszawa",40,2,8,1975,0.66,0.233,"no","no","yes",2800,644
"warszawa",57,3,2,2016,5.28,0.149,"yes","no","yes",4499,1034.77
"warszawa",43,2,2,2003,5.74,0.176,"yes","yes","yes",3500,805
"warszawa",57,3,3,1958,4.26,0.122,"no","no","yes",3115,716.45
"warszawa",38,2,1,1968,4.34,0.243,"no","yes","yes",2300,529
"warszawa",47,2,3,2022,7.85,1.1,"yes","yes","yes",3650,839.5
"warszawa",40.73,2,1,1952,3.61,0.135,"no","no","no",4300,989
"warszawa",60,3,5,2019,3.27,0.199,"yes","yes","yes",6500,1495
"warszawa",30,1,1,1938,3.49,0.344,"no","no","no",2500,575
"warszawa",57,2,3,1993,11.18,0.232,"no","no","no",2890,664.7
"warszawa",69.33,3,5,2007,7.08,0.294,"no","yes","yes",4900,1127
"warszawa",105,3,3,1997,1.06,0.05,"yes","yes","yes",7900,1817
"warszawa",38,2,2,1960,1.81,0.044,"no","no","no",3000,690
"warszawa",102,4,13,1978,5.68,0.472,"no","yes","yes",6600,1518
"warszawa",75,3,6,2018,6.14,0.606,"yes","yes","yes",8500,1955
"warszawa",51,2,5,2012,0.73,0.178,"yes","yes","yes",4800,1104
"warszawa",44,2,2,2012,8.5,0.42,"yes","yes","yes",3000,690
"warszawa",130,4,4,2006,4.04,0.398,"no","yes","yes",15000,3450
"warszawa",65,3,4,1994,2.21,0.09,"no","yes","no",4000,920
"warszawa",39,2,10,2022,3.31,0.352,"yes","no","yes",4498,1034.54
"warszawa",55,2,4,2012,9.01,0.442,"yes","yes","yes",3700,851
"warszawa",60.3,3,5,2008,6.36,0.445,"no","yes","yes",4900,1127
"warszawa",57,3,1,1965,4.34,0.211,"yes","yes","no",4800,1104
"warszawa",75.86,3,4,1951,1.2,0.2,"no","no","yes",5500,1265
"warszawa",62,2,1,2008,2.7,0.368,"no","no","yes",4999,1149.77
"warszawa",32,2,6,1939,0.55,0.214,"no","no","no",3500,805
"warszawa",87,3,1,1937,1.02,0.258,"no","no","yes",6500,1495
"warszawa",75,3,1,2008,6.16,0.123,"yes","no","yes",7500,1725
"warszawa",45,2,13,1972,3.21,0.301,"no","no","yes",3000,690
"warszawa",37,2,1,2014,5.4,0.2,"no","yes","yes",3900,897
"warszawa",47,2,6,2023,7.23,0.503,"no","yes","yes",3550,816.5
"warszawa",60,2,1,2012,2.59,0.186,"no","yes","yes",5300,1219
"warszawa",59.5,3,4,1975,5.68,0.317,"no","yes","no",3000,690
"warszawa",50,2,4,1990,10.71,0.061,"no","yes","yes",2800,644
"warszawa",91,3,1,2010,8.05,0.147,"no","yes","yes",5800,1334
"warszawa",57,2,4,2005,10.58,0.754,"no","yes","yes",3700,851
"warszawa",31,1,4,1929,0.93,0.232,"no","no","yes",2500,575
"warszawa",68,3,3,2007,7.29,0.321,"no","yes","yes",4500,1035
"warszawa",45.8,2,4,1987,6.9,0.289,"no","yes","yes",2800,644
"warszawa",115,4,1,2006,4.68,0.392,"no","yes","yes",7000,1610
"warszawa",131.65,4,5,2003,3.16,0.324,"no","yes","yes",10000,2300
"warszawa",105,4,1,2007,3.13,0.384,"no","yes","yes",15500,3565
"warszawa",75,3,7,2006,3.2,0.442,"yes","yes","yes",5800,1334
"warszawa",96.5,3,3,2006,2.87,0.12,"yes","yes","yes",13500,3105
"warszawa",34,1,5,2012,4.8,0.247,"no","yes","no",2700,621
"warszawa",51.2,2,3,1957,5.22,0.337,"no","no","no",3500,805
"warszawa",49,2,1,1982,4,0.24,"no","yes","no",3000,690
"warszawa",36,2,4,2023,7.31,0.288,"no","yes","no",2800,644
"warszawa",40,2,8,2022,6.63,0.276,"yes","yes","yes",3800,874
"warszawa",30,2,8,1967,1.97,0.274,"no","no","yes",4400,1012
"warszawa",37,2,2,1970,7.33,0.328,"no","yes","no",3000,690
"warszawa",37,2,2,2021,4.17,0.059,"yes","no","yes",4000,920
"warszawa",73,3,4,2020,9.1,0.578,"yes","yes","yes",8500,1955
"warszawa",52,3,1,2022,11.03,0.337,"no","yes","no",3970,913.1
"warszawa",60,3,13,2005,6.75,0.302,"no","no","yes",3700,851
"warszawa",32.85,2,10,1966,5.08,0.179,"no","yes","yes",2500,575
"warszawa",31.5,2,1,2022,5.32,1.004,"yes","yes","yes",3000,690
"warszawa",71,3,5,2017,6.23,0.314,"no","yes","yes",4600,1058
"warszawa",50,2,1,2007,3.19,0.435,"no","yes","yes",3800,874
"warszawa",42,2,3,2020,1.82,0.09,"yes","no","yes",5142,1182.66
"warszawa",64.3,2,1,2000,2.13,0.191,"yes","yes","yes",4000,920
"warszawa",63,2,2,1930,2.33,0.165,"no","no","yes",5000,1150
"warszawa",58,2,2,1938,4.29,0.264,"no","no","no",3900,897
"warszawa",102,4,13,1978,6.52,0.193,"no","yes","yes",6600,1518
"warszawa",92,3,4,2004,1.45,0.071,"yes","no","yes",10000,2300
"warszawa",44.6,2,3,2012,4.13,0.653,"no","no","yes",3500,805
"warszawa",54.2,2,2,1997,3.96,0.409,"yes","yes","no",4000,920
"warszawa",61,2,3,2010,0.5,0.354,"yes","yes","yes",6300,1449
"warszawa",36,2,7,1966,1.8,0.176,"yes","yes","yes",3200,736
"warszawa",100,4,5,2007,2.97,0.226,"no","yes","yes",11400,2622
"warszawa",47,3,3,1959,2.19,0.178,"no","yes","yes",4100,943
"warszawa",80,3,1,2012,4.71,0.058,"no","yes","no",6000,1380
"warszawa",48,3,2,1965,4.53,0.112,"no","yes","no",3400,782
"warszawa",92.4,3,2,2008,10.03,0.73,"no","yes","yes",8000,1840
"warszawa",58.16,3,3,1983,10.57,0.239,"yes","yes","no",3800,874
"warszawa",38,2,2,2023,0.63,0.243,"no","no","yes",4100,943
"warszawa",43.14,2,3,2010,1.8,0.241,"yes","yes","yes",3800,874
"warszawa",51,2,8,2010,6.41,0.245,"yes","no","yes",3700,851
"warszawa",32.17,2,10,2019,3.24,0.304,"no","yes","yes",3700,851
"warszawa",84.5,3,6,2001,3.9,0.008,"yes","no","yes",5100,1173
"warszawa",47,2,3,2023,3.38,0.213,"yes","no","yes",3200,736
"warszawa",33,2,1,2016,8.01,0.184,"no","no","no",2950,678.5
"warszawa",50,2,2,1950,2.3,0.077,"no","yes","no",3100,713
"warszawa",89,3,1,2010,9.44,0.698,"yes","yes","yes",6300,1449
"warszawa",33,2,2,2023,5.43,0.5,"yes","yes","yes",2850,655.5
"warszawa",50,2,3,2003,10.96,1.104,"yes","yes","yes",2800,644
"warszawa",64,2,3,2000,6.75,0.333,"yes","yes","no",4000,920
"warszawa",42,2,3,2020,6.19,0.304,"no","no","yes",3200,736
"warszawa",70,3,2,2019,4.14,0.63,"yes","yes","yes",6800,1564
"warszawa",34,2,6,2024,7.35,0.229,"yes","yes","yes",3800,874
"warszawa",42,2,5,2011,4.87,0.445,"yes","yes","yes",3300,759
"warszawa",94,4,2,1936,3.38,0.151,"no","no","no",7900,1817
"warszawa",54,2,1,1930,1.62,0.231,"no","yes","no",6000,1380
"warszawa",60,2,4,2008,8.72,0.651,"yes","yes","yes",6500,1495
"warszawa",40,2,1,1962,8.48,0.306,"no","yes","yes",2999,689.77
"warszawa",40,2,2,2021,7.3,0.517,"yes","yes","yes",2800,644
"warszawa",90,4,1,2024,15.68,0.295,"no","yes","no",4700,1081
"warszawa",28,1,2,1955,1.23,0.06,"no","no","no",2600,598
"warszawa",56,2,4,2020,8.07,0.424,"no","yes","yes",2800,644
"warszawa",68.8,2,4,2002,2.47,0.115,"yes","yes","yes",4000,920
"warszawa",51,2,1,2014,10.01,0.795,"yes","no","yes",3500,805
"warszawa",70,2,4,1900,2.27,0.41,"no","no","yes",5300,1219
"warszawa",35,1,3,2011,3.31,0.241,"yes","yes","yes",2600,598
"warszawa",53,2,1,2002,11.02,0.196,"no","no","yes",3100,713
"warszawa",40,2,6,1978,1.31,0.083,"yes","yes","yes",3400,782
"warszawa",91.9,3,1,2007,1.96,0.439,"yes","yes","yes",9000,2070
"warszawa",105,4,4,1966,1.58,0.261,"no","yes","yes",12500,2875
"warszawa",65.69,3,9,2010,3.31,0.3,"no","no","yes",5600,1288
"warszawa",70,3,2,1911,0.97,0.116,"no","no","yes",8000,1840
"warszawa",62,2,1,2011,2.8,0.127,"yes","yes","yes",4500,1035
"warszawa",28,1,2,2022,6.53,0.417,"yes","yes","yes",2900,667
"warszawa",105,3,3,1997,1.01,0.164,"yes","no","yes",7900,1817
"warszawa",83,3,1,2002,0.92,0.223,"no","yes","yes",5850,1345.5
"warszawa",75.8,3,5,2008,6.43,0.097,"no","yes","yes",4499,1034.77
"warszawa",46,2,1,2021,7.42,0.52,"no","yes","no",3500,805
"warszawa",107,4,2,1990,7.34,0.518,"yes","yes","no",8500,1955
"warszawa",40,2,7,2008,8.2,0.173,"yes","no","yes",2700,621
"warszawa",27,1,1,1953,1.75,0.241,"no","no","no",4179,961.17
"warszawa",40,2,1,2011,6.28,0.51,"no","yes","no",4179,961.17
"warszawa",50,2,6,2023,7.69,0.532,"no","yes","no",4389,1009.47
"warszawa",49,2,7,2003,8.02,0.432,"no","yes","no",4389,1009.47
"warszawa",96.1,3,1,1928,4.57,0.439,"yes","yes","no",7000,1610
"warszawa",30,2,2,2013,3.97,0.311,"no","yes","no",4179,961.17
"warszawa",37,2,3,1962,8.36,0.125,"no","no","no",4389,1009.47
"warszawa",32,1,11,1975,10.01,0.479,"no","no","no",2200,506
"warszawa",62,2,5,2005,5.34,0.311,"no","yes","yes",4000,920
"warszawa",50,2,1,1955,6.54,0.195,"no","no","no",3700,851
"warszawa",40,2,3,1969,1.58,0.365,"yes","no","yes",3500,805
"warszawa",50.5,3,1,2022,6.55,0.403,"yes","yes","yes",4700,1081
"warszawa",36,2,3,1978,5.46,0.128,"no","no","no",2800,644
"warszawa",50,2,2,2010,9.06,0.511,"yes","yes","yes",3000,690
"warszawa",36.3,2,2,2022,6.55,0.402,"yes","yes","yes",3500,805
"warszawa",71,3,3,1932,1.59,0.17,"no","no","yes",3800,874
"warszawa",27,1,1,2013,4.76,0.246,"yes","no","yes",2700,621
"warszawa",114,5,2,1911,1.3,0.143,"no","yes","yes",14000,3220
"warszawa",87,3,1,2003,5.99,0.381,"yes","yes","yes",5499,1264.77
"warszawa",65,3,3,1950,1.65,0.25,"no","no","yes",5500,1265
"warszawa",47.2,2,3,1956,1.81,0.062,"no","yes","yes",4800,1104
"warszawa",56.33,3,2,2022,9.98,0.741,"yes","yes","yes",3600,828
"warszawa",51,2,4,2007,7.21,0.202,"no","yes","no",4809,1106.07
"warszawa",42,2,2,1950,1.54,0.137,"no","no","no",5000,1150
"warszawa",75,3,6,2019,6.27,0.485,"yes","no","yes",8500,1955
"warszawa",32,1,3,1900,0.89,0.182,"no","no","no",4599,1057.77
"warszawa",75,4,1,2004,4.28,0.123,"no","no","no",5100,1173
"warszawa",60,3,4,1980,6.11,0.287,"yes","yes","yes",3000,690
"warszawa",84,4,6,2009,1.82,0.09,"yes","yes","yes",8500,1955
"warszawa",70,3,6,2008,3.28,0.525,"no","yes","yes",6000,1380
"warszawa",56,2,1,2014,9.13,0.541,"yes","yes","yes",4200,966
"warszawa",50,3,10,2018,7.45,0.288,"no","no","yes",4000,920
"warszawa",75,3,7,2007,4.68,0.392,"no","no","yes",5000,1150
"warszawa",75.51,3,3,1948,0.83,0.079,"no","no","no",4000,920
"warszawa",31,1,1,2023,12.39,0.339,"yes","yes","yes",2850,655.5
"warszawa",41,2,3,2000,4.18,0.2,"yes","yes","no",2600,598
"warszawa",49,2,1,2021,2.84,0.238,"yes","yes","yes",4200,966
"warszawa",37,2,2,1950,3.68,0.205,"no","no","no",2600,598
"warszawa",82,3,3,2007,11.97,0.096,"yes","no","yes",4500,1035
"warszawa",65,2,3,1904,1.42,0.223,"no","yes","yes",7500,1725
"warszawa",52,2,2,2007,6.94,0.425,"yes","yes","yes",3400,782
"warszawa",46.7,2,2,2010,9.67,0.2,"no","yes","yes",3000,690
"warszawa",40,2,3,2012,6.58,0.302,"no","yes","yes",3000,690
"warszawa",44.5,2,2,2016,8.01,0.184,"no","yes","no",2979,685.17
"warszawa",93.21,3,4,2005,8.03,0.333,"yes","yes","yes",8900,2047
"warszawa",60,3,1,2023,4.6,0.284,"no","yes","no",7000,1610
"warszawa",62,2,9,2017,0.1,0.217,"yes","yes","yes",7000,1610
"warszawa",58,2,9,2006,0.87,0.264,"yes","yes","yes",3800,874
"warszawa",75,4,4,1935,2.08,0.278,"no","yes","yes",4000,920
"warszawa",38,2,8,1973,4.13,0.083,"no","yes","yes",2800,644
"warszawa",45,2,7,2012,4.77,0.285,"no","no","yes",2800,644
"warszawa",64,2,5,2005,4.12,0.226,"no","yes","no",4200,966
"warszawa",37,2,2,1979,5.62,0.319,"no","no","yes",3200,736
"warszawa",41.5,2,1,2017,1.69,0.181,"no","yes","yes",4000,920
"warszawa",32,1,9,1966,3.98,0.217,"no","yes","no",3969,912.87
"warszawa",68,3,5,1924,2.19,0.673,"no","no","yes",6500,1495
"warszawa",52,2,2,1950,3.16,0.138,"no","no","no",4100,943
"warszawa",150,6,5,1998,1.8,0.054,"yes","no","yes",9000,2070
"warszawa",33,2,1,2016,8.01,0.182,"yes","yes","yes",2950,678.5
"warszawa",48,2,4,2010,10.7,0.348,"yes","yes","yes",3100,713
"warszawa",32.49,1,1,2012,4.76,0.546,"yes","yes","yes",2900,667
"warszawa",41,2,2,2019,5.85,0.485,"yes","no","yes",2900,667
"warszawa",49,2,2,1952,1.68,0.099,"no","yes","no",5229,1202.67
"warszawa",60,2,4,1939,2.75,0.235,"no","no","no",6279,1444.17
"warszawa",60,2,5,1959,0.95,0.194,"no","yes","no",5649,1299.27
"warszawa",42.8,2,3,2009,10.71,0.265,"yes","yes","yes",2700,621
"warszawa",63,2,8,2004,3.11,0.308,"yes","yes","yes",4000,920
"warszawa",40.25,2,1,2010,10.89,0.97,"yes","yes","no",2400,552
"warszawa",76,3,2,2010,7.5,0.092,"no","yes","yes",5500,1265
"warszawa",37.73,2,2,2021,1.2,0.153,"no","yes","yes",6000,1380
"warszawa",37,2,1,2023,5.28,0.314,"yes","yes","yes",3500,805
"warszawa",35,1,2,1935,2.8,0.204,"no","no","no",4809,1106.07
"warszawa",47.9,2,3,1960,4,0.216,"no","no","no",3500,805
"warszawa",74.5,3,3,1933,2.76,0.159,"yes","no","no",7500,1725
"warszawa",39.7,2,1,1952,3.36,0.395,"no","no","no",2400,552
"warszawa",57.19,2,4,2002,7.31,0.311,"no","no","yes",3300,759
"warszawa",53,2,3,2011,1.61,0.284,"no","yes","no",6279,1444.17
"warszawa",55,3,12,2019,3.69,0.254,"yes","no","yes",4800,1104
"warszawa",42,3,3,1963,1.81,0.086,"yes","yes","no",4000,920
"warszawa",39.9,2,5,1999,11.41,0.272,"no","no","yes",2200,506
"warszawa",57,3,1,2022,5.89,0.644,"no","yes","yes",5200,1196
"warszawa",37,2,4,2024,8.04,0.676,"yes","no","no",3500,805
"warszawa",30,1,2,1962,0.74,0.2,"no","yes","no",4809,1106.07
"warszawa",50,2,1,1985,7.76,0.142,"no","no","yes",4000,920
"warszawa",44,2,4,2001,10.56,0.993,"yes","no","yes",2900,667
"warszawa",35,2,9,1966,3.92,0.082,"no","yes","no",4179,961.17
"warszawa",150,6,1,2003,3.77,0.385,"no","yes","yes",15000,3450
"warszawa",44,2,1,2023,4.77,0.413,"yes","yes","yes",4313,991.99
"warszawa",62,2,3,1997,12.18,0.345,"no","yes","no",5229,1202.67
"warszawa",27,1,1,2021,7.5,0.292,"no","yes","no",3700,851
"warszawa",64,3,1,2023,4.77,0.413,"yes","yes","yes",4912,1129.76
"warszawa",27,1,4,2015,4.31,0.159,"no","yes","no",3969,912.87
"warszawa",54,3,4,2015,4.31,0.159,"no","yes","no",5649,1299.27
"warszawa",40,2,3,1938,4.07,0.068,"no","yes","no",4389,1009.47
"warszawa",40,2,4,2014,4.43,0.231,"no","yes","no",5229,1202.67
"warszawa",35,2,8,1969,4.57,0.259,"no","no","yes",4389,1009.47
"warszawa",52,2,2,1937,1.1,0.153,"no","yes","yes",3800,874
"warszawa",43,2,6,2023,5.46,0.537,"yes","yes","yes",4500,1035
"warszawa",79,4,3,2006,12,0.112,"yes","no","yes",4500,1035
"warszawa",64,3,3,1937,0.97,0.174,"no","no","yes",4500,1035
"warszawa",86,4,1,1994,7.43,0.432,"yes","no","no",4200,966
"warszawa",39.3,2,4,2003,11.97,0.096,"yes","yes","yes",2700,621
"warszawa",36.6,2,3,1981,8.22,0.11,"yes","yes","yes",2800,644
"warszawa",49.2,2,4,2005,10.54,0.368,"no","no","yes",2500,575
"warszawa",65,3,3,1936,1.63,0.237,"no","no","yes",5500,1265
"warszawa",105,3,3,1998,1.06,0.035,"no","yes","yes",7900,1817
"warszawa",29.7,1,2,2001,4.22,0.406,"yes","no","no",2500,575
"warszawa",44.6,2,2,2001,8.03,0.533,"no","yes","no",3500,805
"warszawa",37,2,1,2021,11.43,0.407,"no","no","no",2650,609.5
"warszawa",35,1,2,2000,11.63,0.132,"no","yes","yes",2300,529
"warszawa",80,4,1,1960,1.84,0.296,"no","yes","no",7500,1725
"warszawa",56.93,3,2,2022,9.97,0.737,"no","yes","yes",3500,805
"warszawa",47,2,3,2018,6.19,0.677,"yes","yes","yes",3450,793.5
"warszawa",28,1,1,2023,9.95,1.422,"no","yes","yes",2500,575
"warszawa",42,2,1,2022,6.96,0.344,"no","yes","yes",3700,851
"warszawa",42.62,2,2,2017,4.92,0.057,"no","yes","yes",3260,749.8
"warszawa",56,3,1,2021,5.48,0.18,"yes","yes","yes",5000,1150
"warszawa",64,3,3,1938,1.66,0.188,"no","no","no",5000,1150
"warszawa",142.93,5,2,2000,11.85,0.314,"yes","yes","no",9700,2231
"warszawa",97,3,3,2006,2.93,0.193,"yes","yes","yes",12400,2852
"warszawa",70,3,6,2008,15.79,0.353,"yes","yes","yes",6000,1380
"warszawa",49,3,7,1975,5.45,0.297,"no","no","yes",3300,759
"warszawa",43,2,2,1952,3.46,0.394,"no","yes","no",3500,805
"warszawa",38.8,2,7,1970,1.02,0.082,"no","no","yes",2900,667
"warszawa",50,2,5,2020,4.23,0.128,"yes","yes","yes",3700,851
"warszawa",48.44,3,4,1967,4.54,0.311,"no","yes","yes",3300,759
"warszawa",34,2,6,2018,0.8,0.236,"yes","yes","yes",4800,1104
"warszawa",147,5,3,2020,3.32,0.091,"yes","no","yes",15000,3450
"warszawa",112.5,4,1,1931,2.19,0.359,"no","no","yes",10500,2415
"warszawa",44.07,2,4,2022,4.2,0.139,"yes","yes","yes",3400,782
"warszawa",72,3,5,2015,1.34,0.239,"no","no","yes",8900,2047
"warszawa",113,4,5,2005,1.03,0.044,"no","no","yes",8900,2047
"warszawa",105,3,3,2005,3.16,0.324,"no","no","yes",7900,1817
"warszawa",89,3,3,2010,2.14,0.261,"yes","yes","yes",7200,1656
"warszawa",44.16,2,7,2023,6.56,0.198,"no","yes","yes",2900,667
"warszawa",62,2,5,2005,5.4,0.307,"yes","yes","yes",3990,917.7
"warszawa",53,3,1,2024,8.01,0.652,"yes","yes","yes",3800,874
"warszawa",39,2,4,2019,2.47,0.517,"no","yes","yes",3600,828
"warszawa",35,2,2,2002,8.78,0.252,"no","no","no",3200,736
"warszawa",51.1,2,3,2003,11.62,0.346,"yes","yes","yes",3000,690
