"","city","squareMeters","rooms","floor","buildYear","centreDistance","schoolDistance","clinicDistance","kindergartenDistance","pharmacyDistance","hasParkingSpace","hasBalcony","hasElevator","hasStorageRoom","priceInZloty","priceInEuro"
"3429","wroclaw","53",3,2,1976,"8,05","0,103","0,722","0,056","0,185","no","no","yes","no",2900,"667"
"3430","wroclaw","48",2,NA,2008,"6,2","0,985","1,234","0,103","0,252","no","no","no","no",2400,"552"
"3431","wroclaw","90",3,3,NA,"2,53","0,137","1,009","0,372","0,418","no","yes","no","no",4200,"966"
"3432","wroclaw","48",2,1,NA,"4,35","0,273","1,363","0,22","0,55","no","yes","yes","no",2800,"644"
"3433","wroclaw","56",2,1,2024,"2,39","0,2","1,681","0,259","0,101","yes","yes","yes","no",4000,"920"
"3434","wroclaw","51",2,1,2023,"4,51","0,49","1,949","0,497","0,381","no","no","no","no",4432,"1019,36"
"3435","wroclaw","32",1,3,NA,"7,41","0,345","2,508","0,344","0,379","no","yes","no","no",1750,"402,5"
"3436","wroclaw","44",2,1,2010,"4,77","0,163","0,451","0,19","0,357","no","yes","yes","no",2000,"460"
"3437","wroclaw","46,36",2,2,2012,"3,83","0,483","1,438","0,17","0,559","yes","yes","no","yes",2700,"621"
"3438","wroclaw","57,54",3,2,2017,"2,37","0,679","1,15","0,094","0,037","yes","yes","yes","no",3360,"772,8"
"3439","wroclaw","54",3,4,NA,"3,02","0,315","1,031","0,08","0,249","no","no","no","no",2800,"644"
"3440","wroclaw","36,3",2,3,2023,"2,22","0,285","0,793","0,318","0,376","no","yes","yes","no",2500,"575"
"3441","wroclaw","64",4,4,NA,"3,63","0,385","1,4","0,04","0,09","no","yes","yes","yes",3800,"874"
"3442","wroclaw","63,5",3,6,1990,"2,87","0,244","2,17","0,306","0,463","yes","yes","yes","no",3000,"690"
"3443","wroclaw","54",2,1,2022,"6,56","0,692","0,744","0,079","0,628","no","yes","yes","no",2650,"609,5"
"3444","wroclaw","49",2,4,1978,"3,31","0,51","1,547","0,184","0,182","yes","yes","no","no",2400,"552"
"3445","wroclaw","42,18",2,1,2018,"0,37","0,56","0,496","0,646","0,295","no","no","no","no",3300,"759"
"3446","wroclaw","45,35",2,4,2022,"0,41","0,567","0,469","0,62","0,31","no","yes","yes","no",4200,"966"
"3447","wroclaw","49",2,NA,2016,"5,92","0,206","0,763","0,135","0,174","yes","no","yes","no",2700,"621"
"3448","wroclaw","100",3,4,1900,"1,38","0,323","0,146","0,344","0,03","no","no","yes","no",7000,"1610"
"3449","wroclaw","57,05",2,1,2018,"6,06","0,514","0,809","0,18","0,43","yes","yes","yes","no",3400,"782"
"3450","wroclaw","52",2,NA,2018,"2,3","0,612","1,143","0,139","0,091","no","yes","yes","no",3000,"690"
"3451","wroclaw","47",2,2,2000,"4,81","0,349","2,123","0,107","0,163","yes","yes","no","no",2200,"506"
"3452","wroclaw","67",5,2,1930,"1,87","0,297","0,385","0,11","0,267","no","yes","no","yes",4550,"1046,5"
"3453","wroclaw","54",2,2,NA,"6,78","1,559","2,603","0,156","0,164","yes","no","no","no",2700,"621"
"3454","wroclaw","31",1,NA,2023,"4,51","0,49","1,949","0,497","0,381","no","no","no","no",2945,"677,35"
"3455","wroclaw","50",3,6,NA,"1,56","0,205","0,397","0,144","0,003","no","yes","yes","no",3100,"713"
"3456","wroclaw","60,12",3,2,NA,"6,33","0,765","1,617","0,251","0,196","yes","yes","no","no",3200,"736"
"3457","wroclaw","80",4,4,2018,"4,62","0,322","1,068","0,353","0,274","yes","yes","yes","no",5500,"1265"
"3458","wroclaw","36",2,6,2002,"1,38","0,193","0,27","0,227","0,153","no","no","yes","no",2680,"616,4"
"3459","wroclaw","46",2,7,2016,"3,03","0,233","1,586","0,307","0,196","yes","yes","yes","no",2250,"517,5"
"3460","wroclaw","59,13",3,4,2007,"4,34","0,418","0,643","0,208","0,147","no","no","no","no",2900,"667"
"3461","wroclaw","57",3,4,NA,"2,41","0,178","1,118","0,15","0,061","no","no","no","no",3000,"690"
"3462","wroclaw","42",2,1,NA,"1,15","0,39","0,495","0,268","0,423","yes","yes","yes","yes",3000,"690"
"3463","wroclaw","71,9",4,1,1994,"4,77","0,402","1,398","0,217","0,209","no","yes","no","no",4000,"920"
"3464","wroclaw","36",2,5,2018,"1,47","0,236","0,286","0,213","0,273","no","no","yes","no",3200,"736"
"3465","wroclaw","54",2,NA,NA,"4,98","0,285","0,802","0,254","0,134","yes","yes","no","no",2500,"575"
"3466","wroclaw","58",3,2,NA,"3,66","0,021","0,818","0,092","0,357","no","no","no","no",2800,"644"
"3467","wroclaw","52",3,5,2023,"4,96","0,243","2,069","0,163","0,271","no","no","yes","no",4000,"920"
"3468","wroclaw","90",4,4,2023,"1,94","0,028","0,447","0,211","0,16","yes","yes","yes","no",7200,"1656"
"3469","wroclaw","46",2,3,1985,"2,09","0,225","1,434","0,091","0,115","no","no","no","no",2500,"575"
"3470","wroclaw","63,5",3,2,1930,"1,38","0,323","0,146","0,344","0,03","yes","yes","no","no",3500,"805"
"3471","wroclaw","54",2,2,2018,"3,93","0,456","0,551","0,732","0,545","yes","no","yes","no",2500,"575"
"3472","wroclaw","63",3,2,1930,"5,6","0,539","3,722","0,13","0,376","no","yes","no","no",4000,"920"
"3473","wroclaw","90",3,3,2015,"6,51","0,673","0,919","0,252","0,601","yes","yes","no","no",5000,"1150"
"3474","wroclaw","56",3,1,2019,"1,38","0,323","0,146","0,344","0,03","yes","yes","yes","no",3300,"759"
"3475","wroclaw","58",3,4,2014,"5,34","0,415","0,467","0,29","0,128","no","yes","yes","no",3400,"782"
"3476","wroclaw","88",5,1,NA,"0,83","0,228","0,479","0,105","0,142","no","yes","no","no",5000,"1150"
"3477","wroclaw","40",2,NA,2001,"5,05","0,284","2,42","0,187","0,2","no","yes","no","yes",2200,"506"
"3478","wroclaw","54",2,4,NA,"1,71","0,271","0,341","0,058","0,023","no","no","yes","yes",2600,"598"
"3479","wroclaw","32",1,2,1950,"1,03","0,313","0,634","0,182","0,057","no","yes","no","no",2200,"506"
"3480","wroclaw","80",4,3,NA,"2,48","0,501","1,508","0,08","0,504","yes","yes","yes","no",6900,"1587"
"3481","wroclaw","60,43",2,2,1887,"0,42","0,259","0,51","0,28","0,336","no","no","yes","no",3100,"713"
"3482","wroclaw","60",3,2,2018,"4,68","0,266","1,065","0,299","0,329","yes","yes","yes","no",2700,"621"
"3483","wroclaw","44",2,2,2002,"8,1","0,742","2,496","0,749","0,447","no","yes","no","no",2400,"552"
"3484","wroclaw","71,59",3,6,2018,"1,2","0,131","0,083","0,124","0,082","yes","yes","yes","no",5650,"1299,5"
"3485","wroclaw","65",2,1,NA,"4,82","0,071","0,64","0,017","0,352","no","no","yes","no",2700,"621"
"3486","wroclaw","45",2,7,NA,"2,44","0,032","0,79","0,322","0,387","yes","yes","yes","no",3500,"805"
"3487","wroclaw","47",2,3,1975,"1,58","0,16","0,891","0,052","0,18","no","no","no","no",2600,"598"
"3488","wroclaw","43",2,2,1910,"1,13","0,163","0,419","0,263","0,297","no","yes","no","no",2900,"667"
"3489","wroclaw","50",2,2,1900,"2,87","0,286","0,307","0,306","0,678","no","no","no","no",2800,"644"
"3490","wroclaw","27",1,3,1970,"1,84","0,163","0,281","0,146","0,228","no","no","no","yes",2150,"494,5"
"3491","wroclaw","72,5",3,1,2018,"7,88","1,669","1,327","0,151","1,41","no","no","yes","no",4400,"1012"
"3492","wroclaw","73",3,3,2013,"1,43","0,348","0,146","0,057","0,141","no","no","yes","no",3500,"805"
"3493","wroclaw","33,44",2,1,2020,"5,52","0,707","1,506","0,425","0,86","no","yes","yes","no",2600,"598"
"3494","wroclaw","36",2,1,2023,"4,51","0,49","1,949","0,497","0,381","no","no","no","no",3240,"745,2"
"3495","wroclaw","43",2,5,2014,"3,23","0,44","0,958","0,397","0,195","no","yes","no","no",2800,"644"
"3496","wroclaw","44",3,4,NA,"7,15","0,169","2,966","0,174","0,525","no","yes","no","no",2500,"575"
"3497","wroclaw","67,22",3,1,2003,"6,27","0,481","1,781","0,262","0,129","yes","yes","no","no",3600,"828"
"3498","wroclaw","44",3,2,NA,"2,3","0,204","1,627","0,064","0,135","yes","yes","no","no",2300,"529"
"3499","wroclaw","41",2,2,2023,"5,11","1,318","1,042","0,163","0,488","no","yes","yes","no",2300,"529"
"3500","wroclaw","59",3,1,2010,"6,33","0,725","2,597","0,042","0,393","no","no","no","no",3700,"851"
"3501","wroclaw","40,06",2,4,2019,"2,58","0,799","1,237","0,209","0,207","yes","yes","yes","no",2800,"644"
"3502","wroclaw","55",3,14,2016,"3,03","0,233","1,586","0,307","0,196","yes","yes","yes","no",2900,"667"
"3503","wroclaw","52",3,3,2020,"2,15","0,183","0,312","0,409","0,15","no","yes","yes","no",3850,"885,5"
"3504","wroclaw","67",3,2,2020,"0,49","0,508","0,295","0,445","0,482","no","no","yes","no",4500,"1035"
"3505","wroclaw","34",2,3,2015,"1","0,455","0,519","0,143","0,531","no","no","yes","no",2200,"506"
"3506","wroclaw","27,46",1,1,2022,"2,01","0,57","1,091","0,744","0,49","yes","yes","yes","no",2265,"520,95"
"3507","wroclaw","70",3,3,2023,"4,78","1,405","0,523","0,744","0,198","yes","yes","yes","no",3800,"874"
"3508","wroclaw","53,9",3,3,1980,"2,99","0,484","1,145","0,109","0,272","yes","no","no","yes",2499,"574,77"
"3509","wroclaw","44,55",2,1,2022,"1,65","0,122","1,023","0,157","0,251","yes","yes","yes","no",3200,"736"
"3510","wroclaw","48,37",2,2,2015,"6,07","0,632","0,832","0,465","0,694","no","yes","yes","no",2700,"621"
"3511","wroclaw","52",2,3,1964,"0,9","0,066","0,269","0,09","0,198","no","yes","no","no",2700,"621"
"3512","wroclaw","50",2,NA,1950,"5,99","0,216","2,281","0,268","0,793","no","no","no","no",3000,"690"
"3513","wroclaw","42",2,6,2015,"0,81","0,276","0,14","0,119","0,133","yes","yes","yes","no",2950,"678,5"
"3514","wroclaw","60",3,NA,2018,"6,45","1,194","3,694","0,262","0,253","yes","yes","yes","no",3500,"805"
"3515","wroclaw","38",2,1,NA,"5,96","0,846","0,873","0,56","0,807","no","yes","no","no",2500,"575"
"3516","wroclaw","45",2,4,1970,"1,71","0,244","1,053","0,207","0,185","yes","no","no","no",2800,"644"
"3517","wroclaw","60",3,8,2014,"5,39","0,35","0,573","0,33","0,03","yes","yes","yes","no",3500,"805"
"3518","wroclaw","69,4",3,5,2022,"1,5","0,261","0,309","0,209","0,297","yes","no","yes","no",4300,"989"
"3519","wroclaw","55",3,1,2023,"1,32","0,181","0,856","0,255","0,288","yes","yes","yes","no",3699,"850,77"
"3520","wroclaw","51",2,1,NA,"1,43","0,089","0,315","0,133","0,167","yes","yes","yes","no",2200,"506"
"3521","wroclaw","46,13",2,4,2021,"0,54","0,484","0,295","0,446","0,481","yes","yes","yes","no",4000,"920"
"3522","wroclaw","53",2,12,2012,"2,56","0,323","1,684","0,105","0,163","yes","no","yes","no",4800,"1104"
"3523","wroclaw","55",3,2,NA,"1,72","0,293","0,616","0,186","0,171","yes","no","no","yes",3600,"828"
"3524","wroclaw","30,15",1,4,1900,"0,35","0,31","0,534","0,51","0,104","yes","yes","no","yes",2000,"460"
"3525","wroclaw","53",2,12,2012,"1,89","0,307","1,235","0,062","0,128","yes","no","yes","no",4800,"1104"
"3526","wroclaw","43,54",2,3,2022,"5,31","0,51","0,829","0,298","0,245","yes","yes","yes","no",2950,"678,5"
"3527","wroclaw","67",3,3,NA,"0,59","0,13","0,047","0,12","0,15","yes","no","yes","no",4000,"920"
"3528","wroclaw","44,19",2,1,2022,"5,31","0,51","0,829","0,298","0,245","yes","yes","yes","no",2950,"678,5"
"3529","wroclaw","41",2,1,2020,"6,47","1,383","3,712","0,148","0,477","yes","yes","no","no",2500,"575"
"3530","wroclaw","73,62",3,2,2013,"3,93","0,23","1,399","0,284","0,161","no","yes","yes","no",5500,"1265"
"3531","wroclaw","39,43",2,5,2021,"0,96","0,218","0,542","0,471","0,414","no","no","yes","no",3000,"690"
"3532","wroclaw","41",2,5,NA,"3,11","0,19","0,191","0,33","0,206","no","yes","yes","no",2999,"689,77"
"3533","wroclaw","49",2,NA,NA,"1,63","0,29","0,317","0,15","0,073","no","no","no","no",2850,"655,5"
"3534","wroclaw","76",3,1,1930,"3,52","0,255","1,77","0,414","0,28","no","no","no","yes",3300,"759"
"3535","wroclaw","39",2,3,2023,"0,58","0,251","0,642","0,401","0,15","no","yes","yes","no",4200,"966"
"3536","wroclaw","40",2,2,NA,"5,6","0,539","3,722","0,13","0,376","no","yes","no","no",2999,"689,77"
"3537","wroclaw","78",3,2,2014,"1,27","0,347","0,246","0,398","0,435","no","no","yes","yes",5000,"1150"
"3538","wroclaw","55",2,1,2010,"4,76","0,594","2,009","0,591","0,322","yes","yes","yes","no",2300,"529"
"3539","wroclaw","44",2,2,1920,"0,61","0,209","0,327","0,156","0,161","no","yes","no","yes",3000,"690"
"3540","wroclaw","35",1,7,2023,"4,94","0,234","2,08","0,184","0,234","yes","yes","no","no",2500,"575"
"3541","wroclaw","69,64",3,4,2018,"1,81","0,507","0,988","0,222","0,459","yes","yes","yes","no",3900,"897"
"3542","wroclaw","56,92",2,5,1887,"0,42","0,259","0,51","0,28","0,336","no","no","yes","no",2900,"667"
"3543","wroclaw","28",2,2,2023,"1,69","0,263","0,585","0,143","0,2","yes","no","yes","yes",2400,"552"
"3544","wroclaw","38",2,NA,NA,"3,11","0,19","0,191","0,33","0,206","no","no","yes","no",3600,"828"
"3545","wroclaw","54",3,3,NA,"1,8","0,146","0,652","0,199","0,04","yes","no","yes","no",5000,"1150"
"3546","wroclaw","56",2,1,2012,"6,69","1,527","2,57","0,257","0,238","yes","yes","no","no",3000,"690"
"3547","wroclaw","92,8",4,1,NA,"2,1","0,124","1,419","0,154","0,11","yes","no","no","no",4000,"920"
"3548","wroclaw","62",3,1,1980,"1,45","0,097","0,782","0,015","0,347","no","yes","yes","yes",2400,"552"
"3549","wroclaw","55",2,NA,2000,"2,47","0,322","0,296","0,228","0,215","no","yes","no","no",2700,"621"
"3550","wroclaw","32",1,7,NA,"4,85","0,444","1,247","0,39","0,164","no","yes","yes","no",1950,"448,5"
"3551","wroclaw","36,75",2,4,NA,"1,71","0,303","0,464","0,116","0,133","yes","yes","yes","no",2500,"575"
"3552","wroclaw","49",2,1,2007,"2,38","0,497","1,435","0,146","0,463","yes","yes","yes","no",2200,"506"
"3553","wroclaw","40",2,1,2010,"8,29","0,933","2,661","0,41","0,331","no","yes","no","no",2300,"529"
"3554","wroclaw","70",4,3,2018,"4,3","0,055","1,576","0,299","0,569","no","yes","yes","yes",4200,"966"
"3555","wroclaw","36",2,6,2023,"0,83","0,265","0,25","0,239","0,508","yes","yes","yes","no",3800,"874"
"3556","wroclaw","45,11",2,1,NA,"1,72","0,292","0,616","0,186","0,171","no","yes","no","yes",2800,"644"
"3557","wroclaw","41",2,2,NA,"1,94","0,358","0,501","0,213","0,34","yes","yes","yes","no",3400,"782"
"3558","wroclaw","35,7",2,2,NA,"1,94","0,358","0,501","0,213","0,34","yes","yes","yes","no",3400,"782"
"3559","wroclaw","56",2,1,2014,"4,37","0,067","1,526","0,301","0,61","yes","yes","no","no",3500,"805"
"3560","wroclaw","43,35",2,1,1990,"0,67","0,138","0,261","0,192","0,144","yes","yes","no","no",2100,"483"
"3561","wroclaw","56,12",3,14,2021,"1,65","0,122","1,023","0,157","0,251","yes","yes","yes","no",3999,"919,77"
"3562","wroclaw","66,45",3,1,2008,"5,19","0,528","0,264","0,09","0,169","no","yes","yes","no",3500,"805"
"3563","wroclaw","63",3,6,2018,"5,98","0,599","0,987","0,384","0,372","no","no","yes","no",3400,"782"
"3564","wroclaw","34",2,2,NA,"6,08","0,689","1,547","0,027","0,157","yes","yes","yes","no",2800,"644"
"3565","wroclaw","54",3,2,2017,"6,51","1,009","3,758","0,133","0,402","yes","yes","yes","no",3600,"828"
"3566","wroclaw","49,9",2,2,2014,"5,17","1,326","1,152","0,04","0,542","no","no","yes","no",2400,"552"
"3567","wroclaw","71",3,2,2007,"1,18","0,148","0,822","0,166","0,446","no","yes","yes","no",3800,"874"
"3568","wroclaw","25",1,9,2019,"1,66","0,296","0,495","0,111","0,3","no","no","yes","no",2600,"598"
"3569","wroclaw","75",3,3,NA,"0,66","0,254","0,548","0,148","0,103","no","no","no","no",4850,"1115,5"
"3570","wroclaw","30",1,1,NA,"5,75","0,143","0,939","0,157","0,233","no","yes","no","no",1850,"425,5"
"3571","wroclaw","73",3,5,2021,"0,58","0,251","0,64","0,405","0,145","no","yes","yes","no",6800,"1564"
"3572","wroclaw","30",1,2,NA,"2,15","0,183","0,312","0,409","0,15","no","yes","no","no",3200,"736"
"3573","wroclaw","38",2,4,2020,"1,2","0,131","0,083","0,124","0,082","no","yes","yes","no",2600,"598"
"3574","wroclaw","39",2,NA,2022,"1,09","0,306","0,667","0,022","0,454","no","yes","no","no",2900,"667"
"3575","wroclaw","105,08",5,3,2014,"1,27","0,347","0,246","0,398","0,435","no","no","yes","yes",7400,"1702"
"3576","wroclaw","56",3,2,2015,"6,38","1,159","3,624","0,216","0,204","yes","yes","yes","no",4500,"1035"
"3577","wroclaw","100",5,4,2017,"4,37","0,513","0,605","0,115","0,224","yes","yes","yes","no",5500,"1265"
"3578","wroclaw","49,3",2,2,2013,"0,93","0,326","0,764","0,051","0,391","yes","no","yes","no",3000,"690"
"3579","wroclaw","62,94",3,4,2017,"1,46","0,438","0,018","0,414","0,01","yes","yes","yes","no",3675,"845,25"
"3580","wroclaw","26,25",1,3,1887,"0,42","0,259","0,51","0,28","0,336","no","no","yes","no",2050,"471,5"
"3581","wroclaw","74",3,1,2004,"9,48","0,58","1,346","0,456","0,409","yes","yes","no","no",3500,"805"
"3582","wroclaw","27",1,2,NA,"3,31","0,363","1,971","0,39","0,918","no","yes","yes","no",2200,"506"
"3583","wroclaw","40",2,11,2023,"1,81","0,152","0,65","0,204","0,045","no","no","yes","no",3000,"690"
"3584","wroclaw","60",3,5,2000,"2,87","0,138","1,245","0,109","0,238","yes","yes","yes","no",2800,"644"
"3585","wroclaw","65,71",3,1,NA,"9,08","1,186","1,358","0,176","0,894","yes","yes","no","no",3200,"736"
"3586","wroclaw","60",3,7,NA,"2,56","0,323","1,684","0,105","0,163","no","no","yes","no",3600,"828"
"3587","wroclaw","35",2,2,1980,"0,53","0,213","0,194","0,076","0,01","no","no","no","no",2900,"667"
"3588","wroclaw","49",2,2,2019,"0,69","0,336","0,192","0,31","0,463","no","yes","yes","no",4450,"1023,5"
"3589","wroclaw","40",2,5,2019,"1,6","0,335","0,958","0,198","0,548","yes","yes","yes","no",2990,"687,7"
"3590","wroclaw","88,85",3,NA,NA,"1,1","0,422","0,705","0,285","0,586","no","no","no","no",5500,"1265"
"3591","wroclaw","61",2,3,NA,"0,33","0,091","0,455","0,074","0,17","no","no","no","no",3250,"747,5"
"3592","wroclaw","32,52",1,NA,2000,"5,21","0,284","1,183","0,483","0,44","yes","no","no","no",1850,"425,5"
"3593","wroclaw","40",2,2,1980,"0,34","0,194","0,154","0,135","0,08","yes","no","no","no",2200,"506"
"3594","wroclaw","44,23",2,2,2017,"2,39","0,682","1,187","0,125","0,07","yes","yes","yes","no",2550,"586,5"
"3595","wroclaw","48",2,2,2011,"1,68","0,308","0,509","0,121","0,29","no","no","yes","no",3300,"759"
"3596","wroclaw","48",2,4,2019,"0,68","0,349","0,206","0,324","0,477","no","yes","yes","no",4400,"1012"
"3597","wroclaw","49,4",2,3,NA,"4,31","0,991","0,063","0,711","0,048","no","yes","yes","no",3000,"690"
"3598","wroclaw","34",1,2,NA,"6,2","1,425","2,505","0,696","0,724","no","yes","no","no",1999,"459,77"
"3599","wroclaw","36",2,3,2018,"5,17","1,326","1,152","0,04","0,542","no","yes","yes","no",2800,"644"
"3600","wroclaw","74,43",3,2,2020,"6,11","1,001","1,197","0,306","0,894","no","yes","yes","no",4100,"943"
"3601","wroclaw","61,21",3,5,2020,"0,5","0,536","0,347","0,498","0,429","yes","yes","yes","no",6700,"1541"
"3602","wroclaw","62",3,4,2021,"1,71","0,465","0,278","0,308","0,241","yes","yes","yes","no",3150,"724,5"
"3603","wroclaw","49,18",2,8,2023,"1,57","0,159","0,33","0,338","0,219","no","yes","yes","no",2650,"609,5"
"3604","wroclaw","41,48",2,1,2023,"5,17","1,326","1,152","0,04","0,542","no","yes","yes","no",2800,"644"
"3605","wroclaw","40",2,4,1980,"5,29","0,316","2,702","0,312","0,337","no","no","no","no",2000,"460"
"3606","wroclaw","57",3,2,NA,"3,1","0,326","0,944","0,155","0,195","no","no","yes","no",2500,"575"
"3607","wroclaw","90,9",3,14,2018,"3,01","0,205","1,562","0,353","0,271","yes","yes","yes","no",7300,"1679"
"3608","wroclaw","47,03",2,7,2021,"1,62","0,279","0,45","0,108","0,345","no","yes","yes","no",3300,"759"
"3609","wroclaw","49,15",3,1,2017,"1,48","0,414","0,192","0,101","0,223","no","no","yes","no",2900,"667"
"3610","wroclaw","25",1,1,NA,"2,26","0,547","0,877","0,045","0,244","no","yes","yes","no",2500,"575"
"3611","wroclaw","54,37",2,6,NA,"1,94","0,406","0,832","0,243","0,06","no","yes","yes","no",2400,"552"
"3612","wroclaw","40,5",2,4,2019,"2,15","0,183","0,312","0,409","0,15","yes","yes","yes","no",3300,"759"
"3613","wroclaw","57",3,5,2017,"2,8","0,58","1,794","0,175","0,431","no","yes","yes","no",3200,"736"
"3614","wroclaw","38,9",2,2,1982,"7,87","0,099","0,854","0,135","0,158","yes","no","yes","no",1800,"414"
"3615","wroclaw","77,8",4,5,2001,"0,34","0,219","0,162","0,15","0,098","no","yes","yes","no",5900,"1357"
"3616","wroclaw","71,71",4,4,NA,"0,99","0,222","0,166","0,177","0,107","no","no","no","no",3650,"839,5"
"3617","wroclaw","41",2,1,2021,"0,58","0,504","0,366","0,491","0,432","no","yes","yes","no",3600,"828"
"3618","wroclaw","105,6",5,14,2013,"1,89","0,315","1,241","0,058","0,122","no","no","no","no",5000,"1150"
"3619","wroclaw","106,1",5,13,2013,"1,89","0,315","1,241","0,058","0,122","no","no","no","no",5000,"1150"
"3620","wroclaw","46,54",2,2,2016,"1,86","0,231","0,592","0,154","0,021","no","yes","yes","no",2975,"684,25"
"3621","wroclaw","57,38",3,4,2017,"2,4","0,698","1,174","0,107","0,055","no","yes","yes","no",3667,"843,41"
"3622","wroclaw","55,94",3,1,2017,"2,38","0,67","1,184","0,127","0,071","no","yes","yes","no",3573,"821,79"
"3623","wroclaw","43,93",2,1,2016,"1,48","0,074","0,446","0,12","0,339","no","yes","yes","no",3090,"710,7"
"3624","wroclaw","33,67",1,3,2016,"1,48","0,074","0,446","0,12","0,339","yes","no","yes","no",2337,"537,51"
"3625","wroclaw","47,5",2,2,2022,"6,26","1,529","1,944","0,813","0,685","no","yes","no","no",2600,"598"
"3626","wroclaw","50",2,3,1934,"1,06","0,126","0,129","0,145","0,122","yes","no","no","no",2500,"575"
"3627","wroclaw","61",3,1,1993,"6,28","0,566","1,027","0,143","0,444","no","yes","no","no",2900,"667"
"3628","wroclaw","59,26",2,4,NA,"1,98","0,112","0,691","0,151","0,128","no","no","no","no",2900,"667"
"3629","wroclaw","38",2,2,1910,"1,75","0,324","0,629","0,18","0,143","no","no","no","no",2650,"609,5"
"3630","wroclaw","50",2,NA,2007,"1,76","0,217","1,178","0,292","0,265","no","no","yes","no",2950,"678,5"
"3631","wroclaw","81,9",3,NA,1998,"3,39","0,278","1,753","0,372","0,295","yes","yes","no","no",5000,"1150"
"3632","wroclaw","44",2,1,2000,"2,15","0,187","0,315","0,404","0,145","yes","yes","yes","yes",2500,"575"
"3633","wroclaw","39",2,3,2023,"1,28","0,102","0,633","0,308","0,303","yes","yes","yes","no",3600,"828"
"3634","wroclaw","53,5",3,2,2023,"6,32","0,132","2,903","0,199","0,183","no","yes","yes","no",3500,"805"
"3635","wroclaw","53,5",3,2,2023,"6,32","0,132","2,903","0,199","0,183","no","yes","yes","no",3500,"805"
"3636","wroclaw","37",2,1,2019,"0,68","0,349","0,206","0,324","0,477","no","no","yes","no",2500,"575"
"3637","wroclaw","33",2,2,2019,"1,79","0,228","0,531","0,258","0,162","yes","yes","yes","yes",2890,"664,7"
"3638","wroclaw","56",2,5,NA,"0,88","0,387","0,396","0,263","0,611","yes","yes","yes","no",3450,"793,5"
"3639","wroclaw","42",2,3,NA,"2,44","0,701","1,104","0,057","0,085","no","yes","yes","no",3100,"713"
"3640","wroclaw","35",2,2,2022,"1,79","0,56","0,774","0,738","0,288","yes","yes","yes","no",2965,"681,95"
"3641","wroclaw","50",2,3,2019,"0,72","0,373","0,273","0,347","0,546","yes","yes","yes","no",3000,"690"
"3642","wroclaw","106",5,1,1930,"2,56","0,324","1,685","0,104","0,164","no","yes","no","no",7000,"1610"
"3643","wroclaw","40",2,5,1887,"0,43","0,254","0,513","0,28","0,343","no","no","yes","no",2700,"621"
"3644","wroclaw","27",1,3,1887,"0,43","0,254","0,513","0,28","0,343","no","no","yes","no",2050,"471,5"
"3645","wroclaw","57",2,5,1887,"0,43","0,254","0,513","0,28","0,343","no","no","yes","no",2900,"667"
"3646","wroclaw","54",2,4,1887,"0,43","0,254","0,513","0,28","0,343","no","no","yes","no",2900,"667"
"3647","wroclaw","91",3,3,2010,"5,94","0,967","0,763","0,199","0,296","yes","yes","no","yes",3500,"805"
"3648","wroclaw","100",3,1,NA,"4,85","0,046","0,524","0,116","0,33","yes","no","no","no",7000,"1610"
"3649","wroclaw","36,64",2,2,2005,"5,16","0,74","1,587","0,508","0,164","no","yes","yes","yes",2400,"552"
"3650","wroclaw","58",3,1,2015,"3,32","0,596","0,617","0,17","0,376","yes","yes","yes","no",3700,"851"
"3651","wroclaw","53",3,2,2018,"6,91","0,792","1,05","0,072","0,935","yes","yes","yes","no",3400,"782"
"3652","wroclaw","50",2,3,2017,"2,83","0,382","0,474","0,227","0,264","no","yes","yes","no",2900,"667"
"3653","wroclaw","67,62",3,1,2023,"2,65","0,062","1,479","0,121","0,169","yes","yes","yes","no",6000,"1380"
"3654","wroclaw","60",2,1,2016,"1,2","0,294","0,708","0,346","0,142","yes","yes","yes","no",3500,"805"
"3655","wroclaw","68",3,6,NA,"3,36","0,212","1,973","0,253","0,339","no","yes","yes","no",3700,"851"
"3656","wroclaw","50",2,1,1930,"0,49","0,022","0,129","0,089","0,023","no","no","no","no",2700,"621"
"3657","wroclaw","27",1,9,NA,"2,86","0,262","0,183","0,265","0,638","no","no","yes","no",2300,"529"
"3658","wroclaw","64",3,1,NA,"1,45","0,096","0,786","0,02","0,352","yes","yes","yes","no",3000,"690"
"3659","wroclaw","80",3,NA,1936,"2,88","0,611","1,229","0,183","0,845","yes","yes","no","no",4300,"989"
"3660","wroclaw","148,97",5,1,1910,"2,31","0,294","0,225","0,404","0,226","yes","yes","no","yes",6900,"1587"
"3661","wroclaw","50",2,6,NA,"0,69","0,336","0,192","0,31","0,463","no","yes","yes","no",4500,"1035"
"3662","wroclaw","39",2,4,NA,"1,94","0,3","0,53","0,217","0,185","no","no","no","yes",2300,"529"
"3663","wroclaw","75",3,2,2019,"5,58","0,704","1,367","0,288","0,747","yes","yes","yes","no",3900,"897"
"3664","wroclaw","67,7",3,1,2017,"2,22","0,087","0,449","0,258","0,296","no","yes","yes","no",6500,"1495"
"3665","wroclaw","56",2,5,2019,"0,61","0,399","0,218","0,366","0,474","yes","yes","yes","no",4200,"966"
"3666","wroclaw","58",2,1,2016,"3,01","0,327","0,946","0,382","0,114","yes","yes","yes","no",3700,"851"
"3667","wroclaw","50",2,3,2017,"2,82","0,366","0,489","0,229","0,281","no","yes","yes","no",2900,"667"
