"","city","squareMeters","rooms","floor","buildYear","centreDistance","schoolDistance","clinicDistance","kindergartenDistance","pharmacyDistance","hasParkingSpace","hasBalcony","hasElevator","hasStorageRoom","priceInZloty","priceInEuro"
"1215","krakow",50,2,2,2001,2.71,0.171,0.284,0.433,0.477,"yes","yes","no","no",2400,552
"1216","krakow",51,2,1,2000,3.58,0.175,0.678,0.153,0.037,"no","no","yes","yes",2200,506
"1217","krakow",50,2,1,2023,5.57,0.772,1.191,0.949,1.074,"no","yes","yes","no",3300,759
"1218","krakow",45,2,1,1898,0.21,0.253,0.794,0.179,0.389,"no","yes","no","no",2450,563.5
"1219","krakow",29.75,1,1,1950,4.81,0.675,0.866,0.121,0.714,"no","yes","no","no",2000,460
"1220","krakow",55,2,3,2010,0.85,0.124,0.224,0.501,0.24,"yes","no","yes","no",3700,851
"1221","krakow",61.58,3,2,1920,1.37,0.144,0.506,0.151,0.067,"yes","yes","yes","no",3300,759
"1222","krakow",42.39,2,1,1998,4.38,0.124,1.064,0.124,0.09,"yes","yes","no","no",2500,575
"1223","krakow",67,3,3,2014,1.4,0.32,0.038,0.917,0.033,"no","no","yes","no",5499,1264.77
"1224","krakow",48,3,1,2008,6.97,1.023,0.985,1.634,2.024,"yes","yes","no","yes",2200,506
"1225","krakow",33,2,1,1950,3.38,0.658,0.211,0.081,0.181,"no","no","no","no",2000,460
"1226","krakow",33.71,2,4,2023,4.94,0.222,1.101,0.711,0.507,"no","yes","no","no",2450,563.5
"1227","krakow",26,1,3,1980,2.8,0.153,0.504,0.2,0.28,"no","no","no","yes",1990,457.7
"1228","krakow",90,3,3,2007,2.25,0.222,0.286,0.098,0.141,"no","yes","yes","no",7900,1817
"1229","krakow",48.81,2,2,2008,5.63,0.799,0.61,0.407,0.332,"no","yes","yes","no",2600,598
"1230","krakow",29,1,2,2022,2.6,0.816,0.682,0.443,0.235,"no","yes","yes","no",2500,575
"1231","krakow",47,2,2,2015,3.58,0.144,0.174,0.15,0.252,"yes","yes","yes","no",3100,713
"1232","krakow",52,2,2,2009,1.74,0.333,0.699,0.618,0.263,"yes","yes","yes","no",4000,920
"1233","krakow",50,2,1,2000,4.72,0.536,1.404,0.207,0.135,"yes","yes","yes","yes",2700,621
"1234","krakow",65,3,1,1995,3.37,0.324,0.143,0.435,0.408,"yes","yes","no","yes",3000,690
"1235","krakow",27.5,1,4,2015,1.36,0.2,0.454,0.403,0.056,"yes","yes","yes","no",2100,483
"1236","krakow",45,2,7,1985,3.7,0.362,0.22,0.369,0.107,"no","yes","yes","no",2100,483
"1237","krakow",85,3,1,1900,0.55,0.316,0.556,0.413,0.101,"no","yes","no","no",4900,1127
"1238","krakow",45,2,1,2009,2.58,1.101,1.445,1.042,0.592,"no","yes","no","yes",3100,713
"1239","krakow",50,2,3,2005,4.83,0.431,0.64,0.571,0.376,"no","no","no","no",2800,644
"1240","krakow",40.5,2,2,1970,6.56,0.219,1.131,0.043,0.09,"no","yes","no","yes",2000,460
"1241","krakow",37,2,2,2023,4.14,0.294,0.91,0.36,0.614,"yes","yes","yes","no",3000,690
"1242","krakow",40,2,1,2023,3.51,0.611,0.51,0.474,0.49,"no","yes","yes","no",2800,644
"1243","krakow",30,1,4,2005,3.64,0.284,0.282,0.316,0.058,"yes","yes","yes","no",2300,529
"1244","krakow",33,1,1,1910,0.97,0.12,0.14,0.433,0.138,"no","no","no","no",2600,598
"1245","krakow",30,1,3,2015,0.46,0.211,0.514,0.178,0.224,"no","yes","yes","no",2900,667
"1246","krakow",57,2,3,2000,4.94,0.716,0.392,0.079,0.255,"no","yes","no","no",2600,598
"1247","krakow",38,2,8,1980,1.91,0.376,0.088,0.097,0.166,"no","yes","yes","no",2500,575
"1248","krakow",50,2,2,2011,3.25,0.129,0.163,0.277,0.145,"no","yes","yes","no",3200,736
"1249","krakow",56,3,5,2023,4.29,0.336,0.868,0.4,0.587,"no","yes","yes","no",3500,805
"1250","krakow",33,1,1,1875,0.23,0.173,0.772,0.252,0.242,"no","no","no","no",2300,529
"1251","krakow",57,2,1,2006,4.43,0.436,0.305,0.308,0.131,"no","yes","no","no",2600,598
"1252","krakow",25,1,1,2022,1.92,0.146,0.305,0.368,0.128,"yes","yes","no","no",2100,483
"1253","krakow",26.7,1,1,1985,0.53,0.217,0.626,0.309,0.145,"no","yes","no","no",1850,425.5
"1254","krakow",35,2,1,2020,3.48,0.667,0.16,0.148,0.667,"yes","yes","yes","no",3200,736
"1255","krakow",30,2,5,2023,1.42,0.136,0.592,0.502,0.075,"no","no","yes","no",3200,736
"1256","krakow",59,2,5,2015,1.61,0.225,0.238,0.226,0.268,"yes","yes","yes","no",4000,920
"1257","krakow",63,3,3,1970,5.15,0.683,0.309,0.247,0.29,"yes","yes","yes","yes",3500,805
"1258","krakow",47,2,2,1979,4.41,0.25,0.889,0.245,0.492,"no","no","no","yes",2500,575
"1259","krakow",35,1,2,1960,0.65,0.148,0.332,0.631,0.138,"no","yes","yes","yes",2500,575
"1260","krakow",65,3,2,2003,5.98,0.252,1.69,1.046,0.799,"yes","yes","no","no",3000,690
"1261","krakow",30,2,5,2023,1.62,0.073,0.788,0.219,0.354,"no","yes","yes","no",3200,736
"1262","krakow",46,2,1,2009,4.72,0.091,0.451,0.05,0.25,"yes","yes","yes","no",2550,586.5
"1263","krakow",46.6,2,6,2010,3.52,0.234,0.209,0.117,0.123,"no","yes","yes","no",2700,621
"1264","krakow",67,3,2,2014,1.28,0.434,0.124,0.798,0.066,"yes","yes","yes","no",5500,1265
"1265","krakow",50,2,3,2010,1.11,0.13,0.305,0.338,0.04,"no","no","yes","no",3200,736
"1266","krakow",40,2,7,1980,5.39,0.064,2.113,0.318,0.125,"yes","yes","yes","yes",1900,437
"1267","krakow",65,3,2,2022,3.4,0.446,0.339,0.435,0.336,"yes","yes","yes","no",5300,1219
"1268","krakow",40,2,1,1910,0.92,0.058,0.356,0.295,0.069,"yes","yes","no","no",2500,575
"1269","krakow",54,3,5,2020,2.23,0.451,0.316,0.139,0.413,"yes","yes","yes","yes",4500,1035
"1270","krakow",45,2,2,2013,1.64,0.258,0.23,0.254,0.27,"yes","yes","yes","no",2600,598
"1271","krakow",86,4,4,2000,4.29,0.911,0.378,0.111,0.245,"yes","yes","no","no",4950,1138.5
"1272","krakow",63,3,8,2004,5.15,0.683,0.309,0.247,0.29,"no","yes","yes","yes",3500,805
"1273","krakow",45,2,3,2017,3.52,0.252,0.227,0.134,0.119,"yes","no","yes","no",2650,609.5
"1274","krakow",33,2,1,2015,5.95,0.189,2.175,0.311,0.281,"yes","yes","yes","no",2750,632.5
"1275","krakow",43,2,3,1972,2.32,0.233,0.22,0.114,0.09,"no","yes","no","yes",2200,506
"1276","krakow",45,2,2,2016,7.86,0.527,1.397,0.404,0.424,"no","no","no","no",2100,483
"1277","krakow",89.12,4,1,1930,0.71,0.218,0.438,0.476,0.162,"no","no","yes","no",5500,1265
"1278","krakow",47.9,3,3,1998,5.2,0.143,0.785,0.064,0.254,"yes","no","no","yes",2600,598
"1279","krakow",38,2,2,1905,0.55,0.316,0.556,0.413,0.101,"yes","no","yes","no",2700,621
"1280","krakow",45,2,2,2022,2.42,0.415,0.488,0.373,0.158,"no","yes","yes","no",3700,851
"1281","krakow",36,2,2,2021,8.45,1.491,3.476,1.192,1.518,"yes","yes","yes","no",2500,575
"1282","krakow",66,3,4,2023,0.76,0.023,0.237,0.634,0.196,"yes","yes","yes","no",6200,1426
"1283","krakow",49,2,1,2016,2.71,0.522,0.823,0.402,0.172,"yes","yes","yes","no",3500,805
"1284","krakow",45,2,3,2017,6.01,0.369,0.861,0.187,0.26,"yes","yes","yes","no",2650,609.5
"1285","krakow",57.58,3,4,2016,2.09,0.371,0.784,0.706,0.662,"no","yes","yes","no",4000,920
"1286","krakow",60,3,5,2013,1.37,0.144,0.506,0.151,0.067,"no","no","yes","no",4800,1104
"1287","krakow",93,3,4,2009,0.61,0.184,0.375,0.587,0.17,"yes","yes","yes","no",6800,1564
"1288","krakow",106,5,2,2013,0.35,0.15,0.673,0.212,0.253,"no","yes","yes","no",6500,1495
"1289","krakow",114,5,4,2013,0.35,0.15,0.673,0.212,0.253,"no","yes","yes","no",6500,1495
"1290","krakow",32,2,1,1960,1.52,0.144,0.169,0.15,0.272,"no","no","no","no",2500,575
"1291","krakow",50,3,2,1998,5.33,0.507,0.541,0.046,0.212,"yes","yes","no","no",3000,690
"1292","krakow",114,5,2,1890,0.46,0.059,0.65,0.314,0.1,"no","yes","yes","no",6500,1495
"1293","krakow",27,1,2,2023,1.64,0.258,0.23,0.254,0.27,"no","no","yes","no",3000,690
"1294","krakow",65.2,3,10,1978,3.61,0.193,0.751,0.121,0.122,"yes","yes","no","no",2800,644
"1295","krakow",38,2,5,2019,7.34,0.373,1.131,0.155,0.118,"yes","yes","yes","no",2500,575
"1296","krakow",38,2,5,2016,4.9,0.581,1.802,0.457,0.49,"no","yes","yes","no",2500,575
"1297","krakow",42,2,4,2023,4.62,0.42,0.877,0.348,0.279,"no","yes","yes","no",2599,597.77
"1298","krakow",42,2,5,2005,7.46,0.27,0.968,0.352,0.353,"yes","yes","yes","no",2100,483
"1299","krakow",45.2,2,1,2008,4.76,0.198,0.261,0.225,0.193,"yes","yes","yes","no",2200,506
"1300","krakow",62,3,2,1960,1.34,0.203,0.247,0.707,0.225,"no","no","no","no",4000,920
"1301","krakow",55.58,3,2,2015,0.49,0.24,0.483,0.202,0.253,"no","no","yes","no",5000,1150
"1302","krakow",78,3,1,2010,1.58,0.242,0.288,0.197,0.362,"yes","yes","yes","no",5600,1288
"1303","krakow",32,1,4,2022,7.26,0.014,0.304,0.162,0.159,"no","no","yes","yes",2099,482.77
"1304","krakow",93,3,4,2009,0.61,0.192,0.388,0.581,0.149,"yes","yes","yes","no",6800,1564
"1305","krakow",55,2,1,2001,7.36,0.185,1.863,0.296,0.583,"no","yes","no","no",2990,687.7
"1306","krakow",35,2,2,2023,4.21,0.356,1.218,0.162,0.312,"no","no","yes","no",2800,644
"1307","krakow",64,2,2,2010,1.74,0.151,0.159,0.221,0.441,"no","no","yes","no",3500,805
"1308","krakow",51,2,2,2021,1.34,0.286,0.138,0.378,0.14,"no","no","yes","no",3400,782
"1309","krakow",57,3,3,2015,2.14,0.444,0.328,0.4,0.174,"yes","yes","yes","no",4800,1104
"1310","krakow",79.4,3,4,2008,2.09,0.371,0.784,0.706,0.662,"yes","yes","yes","yes",5000,1150
"1311","krakow",81.23,3,2,2022,1.5,0.15,0.195,0.108,0.36,"yes","no","yes","no",9000,2070
"1312","krakow",27,1,1,2015,1.14,0.217,0.403,0.623,0.055,"no","no","yes","no",3000,690
"1313","krakow",55,3,4,2019,1.39,0.242,0.678,0.185,0.218,"yes","yes","yes","no",3600,828
"1314","krakow",34.63,1,5,2010,2.63,0.216,0.14,0.109,0.182,"no","no","yes","no",2150,494.5
"1315","krakow",117,6,1,1920,1.53,0.055,0.474,0.243,0.22,"yes","no","no","yes",5900,1357
"1316","krakow",75,3,4,2015,0.49,0.24,0.483,0.202,0.253,"no","no","yes","no",8300,1909
"1317","krakow",59.1,2,1,1956,1.44,0.062,0.107,0.066,0.389,"no","yes","no","yes",3450,793.5
"1318","krakow",36,2,3,2023,2.5,0.7,0.587,0.305,0.116,"no","yes","yes","no",3450,793.5
"1319","krakow",45,2,7,2015,5.04,0.96,1.903,0.184,0.427,"no","yes","yes","no",2800,644
"1320","krakow",51,2,7,2020,1.76,0.41,0.313,0.38,0.381,"yes","yes","yes","no",5500,1265
"1321","krakow",54,2,2,1900,0.84,0.105,0.274,0.325,0.029,"no","yes","no","no",3000,690
"1322","krakow",32,2,1,2022,6.75,1.009,3.26,2.439,2.102,"yes","no","no","no",3000,690
"1323","krakow",31,1,2,2018,2.48,0.438,0.549,0.125,0.393,"no","yes","yes","no",2450,563.5
"1324","krakow",120,4,2,1900,1.09,0.101,0.519,0.401,0.273,"yes","no","no","no",8580,1973.4
"1325","krakow",40,2,3,2022,0.3,0.055,0.669,0.127,0.087,"yes","yes","yes","no",4000,920
"1326","krakow",48,3,1,1970,3.8,0.255,0.835,0.281,0.319,"yes","no","yes","no",2600,598
"1327","krakow",31.5,1,2,1998,3.33,0.108,0.102,0.111,0.115,"yes","yes","no","no",2000,460
"1328","krakow",90.13,3,3,2007,2.24,0.211,0.286,0.07,0.166,"no","yes","yes","yes",7900,1817
"1329","krakow",26,1,4,1900,2,0.273,0.52,0.34,0.21,"no","no","no","no",2800,644
"1330","krakow",69.79,3,4,2017,4.3,0.317,0.571,0.065,0.154,"no","yes","yes","no",5200,1196
"1331","krakow",43,2,5,2015,7.34,0.373,1.131,0.155,0.118,"no","yes","yes","no",2400,552
"1332","krakow",56,3,2,1970,4.82,0.206,0.536,0.343,0.511,"yes","yes","yes","no",2500,575
"1333","krakow",90,3,3,2008,2.95,0.256,0.476,0.418,0.059,"yes","yes","yes","no",7900,1817
"1334","krakow",106,5,2,2015,0.4,0.103,0.652,0.238,0.192,"no","yes","yes","no",6500,1495
"1335","krakow",56,2,1,2003,2.53,0.051,0.511,0.144,0.271,"yes","yes","yes","no",3500,805
"1336","krakow",54,2,5,2013,1.68,0.32,0.293,0.293,0.349,"yes","yes","yes","no",3500,805
"1337","krakow",41.5,2,2,1900,0.65,0.215,0.379,0.209,0.337,"yes","yes","no","yes",2600,598
"1338","krakow",40,2,4,2022,2.14,0.444,0.328,0.4,0.174,"yes","yes","yes","no",3000,690
"1339","krakow",62.01,3,2,2022,9.3,1.106,3.94,0.526,0.508,"yes","yes","no","no",3200,736
"1340","krakow",50,3,3,2023,2.95,0.281,0.549,0.352,0.439,"yes","no","no","no",4400,1012
"1341","krakow",57,4,1,2023,2.95,0.281,0.549,0.352,0.439,"yes","yes","no","no",4500,1035
"1342","krakow",33,1,3,2023,2.86,0.425,0.799,0.26,0.451,"yes","no","no","no",2849,655.27
"1343","krakow",36.6,2,3,2021,3.06,0.35,0.802,0.161,0.364,"yes","yes","yes","no",2850,655.5
"1344","krakow",87,4,2,2021,1.04,0.117,0.595,0.147,0.105,"yes","yes","yes","no",6500,1495
"1345","krakow",26.54,1,3,1938,0.88,0.3,0.274,0.729,0.1,"no","no","yes","no",2190,503.7
"1346","krakow",72,3,1,2010,5.15,0.683,0.309,0.247,0.29,"no","yes","yes","no",4200,966
"1347","krakow",43,2,1,2020,3.86,0.39,0.272,0.352,0.115,"no","no","yes","no",2800,644
"1348","krakow",46,2,3,1970,9.85,0.424,1.552,0.194,0.072,"no","yes","no","no",2400,552
"1349","krakow",87,4,2,2022,7.21,0.233,0.986,0.283,0.256,"yes","yes","yes","no",7000,1610
"1350","krakow",33,2,1,2009,5.72,0.48,2.129,0.324,0.094,"no","yes","no","no",1900,437
"1351","krakow",50,2,3,1965,9.86,0.227,1.748,0.058,0.125,"no","yes","no","yes",2300,529
"1352","krakow",35,2,1,2016,0.47,0.127,0.534,0.443,0.276,"no","no","yes","no",3000,690
"1353","krakow",46,2,3,1960,2.42,0.266,0.338,0.139,0.149,"no","yes","no","no",2800,644
"1354","krakow",67,3,5,2008,5.59,1.135,1.834,0.899,0.93,"yes","yes","yes","yes",5000,1150
"1355","krakow",47,2,2,2007,3.52,0.234,0.209,0.117,0.123,"yes","yes","no","no",2200,506
"1356","krakow",35,2,4,2011,2.81,0.852,1.292,0.746,0.601,"yes","yes","yes","no",2900,667
"1357","krakow",33,2,2,2021,3.58,0.548,0.958,0.292,0.135,"yes","yes","yes","no",3000,690
"1358","krakow",107.74,5,1,2010,1.24,0.343,0.459,0.057,0.42,"yes","no","yes","no",9200,2116
"1359","krakow",38,2,6,2022,4.96,0.203,1.13,0.881,0.668,"yes","yes","yes","no",3000,690
"1360","krakow",56,2,3,2001,5.45,0.372,1.218,0.35,0.136,"yes","no","no","no",2500,575
"1361","krakow",50,2,2,2000,3.18,0.733,0.412,0.125,0.119,"yes","yes","no","no",2500,575
"1362","krakow",33,2,2,2021,3.58,0.548,0.958,0.292,0.135,"yes","yes","yes","no",3000,690
"1363","krakow",57,2,2,1900,0.66,0.229,0.346,0.211,0.221,"no","no","no","no",2900,667
"1364","krakow",56,4,2,1960,4.47,0.309,0.682,0.382,0.28,"no","yes","yes","yes",4000,920
"1365","krakow",56.9,2,2,2022,0.89,0.164,0.688,0.521,0.226,"yes","no","yes","no",5460,1255.8
"1366","krakow",33,2,3,2023,3.65,0.492,0.92,0.338,0.059,"yes","yes","no","no",3300,759
"1367","krakow",43,2,1,2023,3.65,0.492,0.92,0.338,0.059,"yes","yes","no","no",3650,839.5
"1368","krakow",64.17,3,1,1997,3.56,0.412,0.83,0.548,0.402,"no","yes","no","no",3000,690
"1369","krakow",50,2,3,2019,4.83,0.631,0.558,0.565,0.278,"yes","yes","yes","no",2500,575
"1370","krakow",93,3,1,1930,1.66,0.08,0.254,0.735,0.223,"no","no","no","no",5500,1265
"1371","krakow",40,2,1,1930,0.59,0.095,0.77,0.311,0.167,"no","no","no","no",2900,667
"1372","krakow",30,2,4,2019,1.62,0.094,0.22,0.781,0.205,"no","no","yes","no",3000,690
"1373","krakow",39,2,5,2014,2.95,0.266,0.71,0.138,0.295,"no","yes","yes","no",2800,644
"1374","krakow",62,3,2,1960,2.09,0.371,0.784,0.706,0.662,"no","no","no","yes",4000,920
"1375","krakow",107.04,5,1,1939,1.77,0.22,0.44,0.749,0.324,"no","yes","no","yes",5000,1150
"1376","krakow",69.5,3,3,1970,2.31,0.06,0.301,0.207,0.208,"yes","yes","no","no",3550,816.5
"1377","krakow",54,3,3,2002,1.18,0.172,0.095,0.308,0.157,"no","no","no","no",3500,805
"1378","krakow",59,2,3,1950,8.17,0.022,1.287,0.127,0.182,"no","no","no","no",2500,575
"1379","krakow",94,4,3,1999,0.94,0.308,0.286,0.177,0.264,"yes","yes","yes","no",4500,1035
"1380","krakow",45,2,2,2018,1.82,0.295,0.339,0.605,0.43,"no","no","no","no",3300,759
"1381","krakow",56,2,1,1905,0.86,0.013,0.538,0.483,0.138,"no","no","yes","no",5500,1265
"1382","krakow",30,2,3,2018,2.14,0.444,0.328,0.4,0.174,"yes","yes","yes","no",3300,759
"1383","krakow",46,2,2,2021,2.06,0.416,0.284,0.268,0.685,"no","yes","yes","no",3499,804.77
"1384","krakow",50,2,12,2001,3.23,0.557,0.477,0.055,0.407,"no","yes","yes","no",3000,690
"1385","krakow",49.9,2,2,1920,1.7,0.067,0.338,0.069,0.294,"no","no","yes","no",3200,736
"1386","krakow",26,1,5,2022,4.96,0.203,1.13,0.881,0.668,"yes","yes","yes","no",2000,460
"1387","krakow",38.5,2,4,2005,3.18,0.158,0.356,0.082,0.243,"no","yes","yes","no",2000,460
"1388","krakow",78,3,1,1990,4.2,0.095,1.795,1.596,1.521,"yes","yes","no","no",4900,1127
"1389","krakow",26,1,2,2022,1.03,0.055,0.332,0.3,0.062,"no","no","yes","no",2800,644
"1390","krakow",32,2,1,2021,2.66,0.425,0.848,0.267,0.586,"no","yes","yes","no",2750,632.5
"1391","krakow",57,2,3,2022,0.9,0.205,0.732,0.478,0.191,"yes","no","yes","no",5470,1258.1
"1392","krakow",28,1,3,1936,2.32,0.516,0.144,0.161,0.158,"yes","no","no","no",2100,483
"1393","krakow",41.62,2,1,2020,3.32,0.473,0.943,0.261,0.185,"no","no","yes","no",3538,813.74
"1394","krakow",30,1,2,1936,2.5,0.351,0.171,0.283,0.273,"no","yes","no","yes",2200,506
"1395","krakow",39,2,2,2016,1.95,0.195,0.051,0.034,0.583,"yes","no","yes","no",3000,690
"1396","krakow",51,2,7,2020,2.43,0.341,0.492,0.176,0.317,"no","no","yes","no",5500,1265
"1397","krakow",92,3,3,1935,1.85,0.182,0.26,0.201,0.179,"yes","yes","yes","yes",5900,1357
"1398","krakow",49,3,2,1940,1.52,0.055,0.648,0.41,0.174,"no","no","no","no",3500,805
"1399","krakow",117,4,2,1938,1.08,0.072,0.344,0.287,0.04,"yes","yes","no","yes",9000,2070
"1400","krakow",38,2,3,1970,5.79,1.121,1.977,0.47,0.766,"yes","yes","yes","no",3100,713
"1401","krakow",50,2,4,2020,2.31,0.526,0.228,0.232,0.206,"yes","yes","yes","no",3700,851
"1402","krakow",50,2,2,2000,3.23,0.678,0.359,0.117,0.061,"no","yes","no","yes",2800,644
"1403","krakow",80,4,3,2004,4.31,0.385,1.114,0.384,0.341,"yes","yes","no","yes",4000,920
"1404","krakow",85,4,1,2010,5.01,0.663,1.562,1.301,0.797,"no","yes","no","no",4890,1124.7
"1405","krakow",49,2,4,1958,3.93,0.419,0.292,0.342,0.146,"yes","yes","no","yes",2700,621
"1406","krakow",32,1,1,1900,1.6,0.238,0.677,0.206,0.291,"no","no","no","no",2800,644
"1407","krakow",67,3,2,2016,1.46,0.286,0.098,0.908,0.046,"yes","yes","yes","no",5500,1265
"1408","krakow",36,2,10,1995,3.24,0.222,0.115,0.231,0.111,"yes","no","yes","yes",2600,598
"1409","krakow",50,2,4,2008,3.45,0.228,0.518,0.496,0.296,"no","yes","yes","no",3000,690
"1410","krakow",74.27,3,1,2022,0.9,0.205,0.732,0.478,0.191,"yes","no","yes","no",6920,1591.6
"1411","krakow",55,3,2,2022,2.35,0.581,0.442,0.255,0.359,"yes","yes","no","no",5000,1150
"1412","krakow",50,2,1,2002,3.18,0.508,0.587,0.132,0.316,"no","yes","no","no",2800,644
"1413","krakow",37,2,2,2017,5.12,0.268,1.967,0.601,0.242,"no","yes","yes","no",2300,529
"1414","krakow",117,4,2,1920,1.06,0.153,0.17,0.469,0.143,"yes","yes","no","no",7500,1725
"1415","krakow",68,3,3,2008,3.46,0.436,0.827,0.182,0.148,"yes","no","yes","no",3400,782
"1416","krakow",32,2,2,2022,7.88,0.657,1.463,0.406,0.454,"no","yes","yes","no",2500,575
"1417","krakow",53,2,3,2007,0.63,0.205,0.369,0.603,0.124,"yes","no","yes","no",3700,851
"1418","krakow",50,2,3,1934,1.89,0.344,0.285,0.325,0.189,"no","no","no","no",3300,759
"1419","krakow",88,3,4,2015,0.49,0.24,0.483,0.202,0.253,"no","no","yes","no",8500,1955
"1420","krakow",39,2,1,2021,0.29,0.021,0.65,0.077,0.016,"no","no","yes","no",3650,839.5
"1421","krakow",82,4,4,1938,2.03,0.24,0.527,0.321,0.248,"yes","yes","yes","no",4000,920
"1422","krakow",40,2,1,2021,0.29,0.021,0.65,0.077,0.016,"no","no","yes","no",3650,839.5
"1423","krakow",67,3,2,2015,5.74,0.247,0.82,0.488,0.437,"yes","yes","yes","no",4400,1012
"1424","krakow",30,2,7,1970,3.62,0.192,0.361,0.354,0.152,"yes","yes","yes","no",3000,690
"1425","krakow",53,2,3,2000,0.91,0.173,0.391,0.459,0.195,"yes","no","yes","no",5000,1150
"1426","krakow",106,5,2,2013,0.41,0.109,0.634,0.231,0.184,"yes","yes","yes","no",5999,1379.77
"1427","krakow",54,2,2,2015,0.35,0.152,0.669,0.208,0.253,"yes","no","yes","no",3200,736
"1428","krakow",34,1,2,1990,4.63,0.127,0.569,0.092,0.249,"yes","yes","no","yes",1900,437
"1429","poznan",42.2,2,2,1982,4.52,0.088,0.511,0.653,0.098,"no","yes","yes","yes",1900,437
"1430","poznan",41.1,2,1,2023,3.36,0.428,0.063,0.494,0.33,"yes","yes","yes","no",2750,632.5
"1431","poznan",40,2,4,2001,0.62,0.169,0.248,0.635,0.003,"no","yes","yes","no",2100,483
"1432","poznan",58,2,1,2004,1.9,0.559,2.008,0.565,0.404,"yes","yes","no","no",2800,644
"1433","poznan",27,1,5,2015,5.16,0.39,0.486,0.793,0.363,"yes","yes","yes","no",2300,529
"1434","poznan",30,1,4,2023,4.73,0.209,0.478,0.347,0.195,"yes","yes","yes","yes",1900,437
"1435","poznan",43,2,1,2021,2.85,0.059,2.033,0.21,0.127,"yes","yes","yes","no",2299,528.77
"1436","poznan",37,2,2,2005,4.22,0.549,0.86,0.117,0.199,"no","yes","yes","yes",1950,448.5
"1437","poznan",50.27,2,4,2021,2.99,0.618,1.28,0.505,0.236,"yes","yes","yes","yes",3200,736
"1438","poznan",47,3,3,1976,3.58,0.075,0.554,0.085,0.173,"no","yes","no","no",2000,460
"1439","poznan",53,3,4,2020,4.87,0.539,1.493,0.713,0.676,"no","yes","yes","no",2850,655.5
"1440","poznan",33,1,2,2021,0.67,0.342,0.524,0.366,0.515,"yes","yes","yes","no",2100,483
"1441","poznan",40.8,2,3,2004,5.56,0.297,1.104,0.282,0.317,"no","yes","yes","yes",1900,437
"1442","poznan",56,2,3,2018,2.18,0.303,0.44,0.095,0.286,"no","yes","yes","yes",2700,621
"1443","poznan",63.69,3,4,2020,5.05,0.39,0.294,0.73,0.187,"no","yes","yes","no",4300,989
"1444","poznan",51,2,2,2009,5.1,0.593,0.534,0.962,0.175,"no","yes","no","yes",1800,414
"1445","poznan",88,3,4,1980,3.33,0.567,0.489,0.387,0.215,"no","yes","yes","no",2990,687.7
"1446","poznan",45,2,1,2015,7.39,0.939,0.179,0.699,0.307,"no","no","no","no",2300,529
"1447","poznan",55,2,2,1970,1.79,0.363,0.824,0.077,0.176,"yes","no","no","yes",2300,529
"1448","poznan",45.06,2,1,2022,4.4,0.309,1.283,0.231,0.538,"yes","yes","yes","no",2900,667
"1449","poznan",43.1,2,3,2018,2.17,0.302,0.445,0.094,0.297,"yes","yes","yes","no",3100,713
"1450","poznan",46,2,4,2023,4.86,0.304,0.347,0.555,0.301,"yes","yes","yes","no",3000,690
"1451","poznan",54,2,5,2010,3.85,0.095,0.42,0.08,0.008,"no","yes","yes","no",2300,529
"1452","poznan",37.21,2,8,2018,3.39,0.376,0.727,0.369,0.191,"yes","no","yes","no",2600,598
"1453","poznan",40.54,2,4,2014,6.28,0.564,0.944,0.677,0.82,"yes","yes","yes","no",2500,575
"1454","poznan",38,2,7,1974,3.19,0.145,0.858,0.193,0.173,"yes","yes","yes","yes",1850,425.5
"1455","poznan",55,2,1,1965,1.98,0.049,1.174,0.352,0.584,"yes","no","no","yes",2400,552
"1456","poznan",62,2,3,1903,2.93,0.15,0.278,0.16,0.072,"no","no","no","no",2300,529
"1457","poznan",34.9,1,3,1998,2.5,0.208,0.789,0.545,0.392,"yes","yes","no","yes",1800,414
"1458","poznan",35,2,3,2016,5.02,0.504,0.137,0.679,0.15,"yes","no","yes","no",1750,402.5
"1459","poznan",48.8,2,3,2005,1.82,0.141,1.138,0.441,0.424,"no","no","yes","no",2150,494.5
"1460","poznan",46.66,2,1,2023,6.26,1.401,0.88,0.984,0.709,"yes","yes","yes","yes",2700,621
"1461","poznan",36,2,8,2017,3.86,0.204,0.302,0.238,0.275,"no","yes","yes","no",2000,460
"1462","poznan",36,2,3,2024,5.36,0.329,0.967,0.152,0.291,"yes","yes","yes","yes",2500,575
"1463","poznan",50.01,3,3,2024,5.36,0.329,0.967,0.152,0.291,"yes","yes","yes","yes",3200,736
"1464","poznan",35,1,1,2000,4.84,0.347,0.881,0.472,0.125,"no","no","no","no",2200,506
"1465","poznan",30,1,2,2024,5.36,0.329,0.967,0.152,0.291,"yes","yes","yes","yes",2100,483
"1466","poznan",44,2,2,2000,2.75,0.154,0.754,0.515,0.54,"yes","no","yes","no",2500,575
"1467","poznan",48,2,1,2000,6.07,0.419,0.508,0.441,0.207,"no","yes","no","yes",1900,437
"1468","poznan",45.5,2,4,2020,3.86,0.204,0.302,0.238,0.275,"yes","yes","yes","no",2300,529
"1469","poznan",40,2,5,2023,4.7,0.699,1.088,0.098,0.172,"no","yes","yes","no",2300,529
"1470","poznan",51,2,1,2020,0.73,0.202,0.526,0.349,0.112,"yes","yes","yes","yes",3000,690
"1471","poznan",38.83,2,8,2020,5.05,0.39,0.294,0.73,0.187,"yes","yes","yes","no",2800,644
